name,zihao,diqu,jigou,guanzhi,chushen,rensheng&xian,oracle,year,index,predicted,uncertainty
"劉秉中 |
 劉本中","? |
 ?","直隸省 |
 直隸省","冀州直隸州 武邑縣 |
 冀州 武邑縣","教諭 |
 教諭","舉人 |
 舉人","遵化州 ? |
 遵化 ?",1,"1857.5 |
 1858.75",1176140,0.44,0.6859298002503729
"王鴻綸 |
 王鴻綬","建猷 |
 紫封","江蘇省 |
 江蘇省","總漕部院衙門 山東衛所 |
 總漕部院衙門 山東衛所","左帮領運千總 |
 領運千總","監生 |
 監生","? 直隷 |
 ? 直隸",0,"1854.75 |
 1855.5",352757,0.28,0.5929533174454745
"胡楧 |
 胡瑛","? |
 ?","貴州省 |
 貴州省","鎭遠府 黄平州 |
 鎭遠府 黄平州","復設訓導 |
 復設訓導","附貢 |
 附貢","安順 ? |
 安順 ?",1,"1862.25 |
 1863.0",2018832,0.72,0.5929533174454745
"潘朝陽 |
 林朝陽","? |
 ?","廣東省 |
 廣東省","潮州府 ? |
 潮州府 ?","復設訓導 |
 捕盗通判駐菴埠鎭","附貢 |
 貢生","廣州府 ? |
 安溪 福建",0,"1857.5 |
 1857.5",1290749,0.28,0.5929533174454745
"徐檍 |
 徐（禾+意）","? |
 ?","山東省 |
 山東省","濟南府 德州 |
 濟南府 德州","河捕州判駐道臨鎭 |
 河捕州判駐邊臨鎮","優貢 |
 優貢","甘泉 江蘇 |
 揚州 江蘇",1,"1856.75 |
 1857.5",957529,0.52,0.6923469670879616
"林？圖 |
 林夀圖","? |
 ?","京師 |
 京師","工部衙門 額外司員 |
 工部衙門 營繕司","主事 |
 員外郎","進士 |
 ?","閩縣 福建 |
 閩縣 福建",1,"1856.0 |
 1856.75",996590,0.32,0.6268694575704263
"張書紳 |
 張書紳","? |
 ?","山東省 |
 四川省","曹州府 鄆城縣 |
 叙州府 宜賓縣","訓導 |
 復設敎諭","舉人 |
 拔貢","萊州府 ? |
 嘉定府 ?",0,"1856.0 |
 1856.0",1039916,0.28,0.5929533174454745
"蕭振鐸 |
 龍振鐸","? |
 ?","京師 |
 京師","鑾儀衛衙門 馴象所 |
 鑾儀衛衙門 馴象所","掌所事雲麾使 |
 掌所事雲麾使","? |
 ?","? ? |
 ? ?",0,"1860.75 |
 1862.25",2051003,0.32,0.6268694575704263
"朱夢先 |
 朱夢元","景唐 |
 景唐","京師 |
 京師","都察院衙門 浙江道 |
 都察院衙門 雲南道","浙江道監察御史 |
 掌雲南道監察御史","? |
 ?","貴溪 江西 |
 貴溪 江西",1,"1859.5 |
 1860.25",1334698,0.44,0.6859298002503729
"韓道原 |
 石道原","? |
 ?","四川省 |
 四川省","龍安府 石泉縣 |
 保甯府 廣元縣","知縣 |
 知縣","舉人 |
 舉人","江甯 江蘇 |
 江甯 江蘇",0,"1862.25 |
 1863.0",1990969,0.28,0.5929533174454745
"徐繼鎕 |
 徐繼鏞","? |
 ?","河南省 |
 四川省","懐慶府 ? |
 叙州府 宜賓縣","知府 |
 知縣","監生 |
 監生","番禺 廣東 |
 番禺 廣東",0,"1854.75 |
 1854.75",409016,0.44,0.6859298002503729
"宋詮 |
 宋銓","? |
 ?","山西省 |
 山西省","潞安府 長子縣 |
 潞安府 長子縣","縣丞 |
 縣丞","監生 |
 監生","大興 順天 |
 大興 順天",1,"1856.75 |
 1857.5",972299,0.72,0.5929533174454745
"銭寳靑 |
 錢寶青","? |
 ?","京師 |
 京師","宗人府衙門 ? |
 都察院衙門 ?","宗人府府丞稽察右翼覺羅學 |
 都察院左副都御史湖北正主考","? |
 ?","嘉善 浙江 |
 嘉善 浙江",1,"1858.75 |
 1859.5",1489729,0.52,0.6923469670879616
"張舒翰 |
 張舒翹","? |
 ?","山西省 |
 山西省","太原府 五臺縣 |
 平陽府 吉州","知縣 |
 知州","進士 |
 進士","永豊 江西 |
 永豊 江西",0,"1852.75 |
 1854.75",72156,0.48,0.6923469670879616
"謝輔坫 |
 謝輔？","? |
 ?","京師 |
 京師","工部衙門 額外司員 |
 工部衙門 額外司員","主事 |
 主事","? |
 ?","鎭海 浙江 |
 鎭海 浙江",1,"1860.25 |
 1860.5",2222240,0.32,0.6268694575704263
"梁廷煥 |
 梁廷","? |
 ?","河南省 |
 河南省","懐慶府 濟源縣 |
 懷慶府 濟源縣","邵源鎮巡檢 |
 邵源鎮巡檢","監生 |
 監生","大興 順天 |
 大興 順天",1,"1862.25 |
 1863.0",1948501,0.56,0.6859298002503729
"孫淮 |
 孫淮","? |
 ?","江南省 |
 河南省","總漕部院衙門 江南衛所 |
 衛輝府 獲嘉縣","常州帮領運千總 |
 典史","監生 |
 監生","? 順天 |
 大興 順天",0,"1851.75 |
 1852.75",525314,0.56,0.6859298002503729
"黎嘉騏 |
 黎嘉蘭","子釗 |
 子俊","京師 |
 京師","刑部衙門 額外司員 |
 戶部衙門 額外司員","主事陝西司行走 |
 主事廣東司行走","擧人 |
 擧人","東莞 廣東 |
 東莞 廣東",0,"1852.75 |
 1854.75",17975,0.4,0.6730116670072565
"張樹春 |
 張樹蕃","? |
 蔭亭","廣東省 |
 廣東省","亷州府 欽州 |
 廣州府 南海縣","沿海司巡検 |
 典史","監生 |
 監生","呉縣 江蘇 |
 呉縣 江蘇",0,"1852.75 |
 1852.75",110190,0.28,0.5929533174454745
"張樹棠 |
 張澍棠","? |
 ?","浙江省 |
 雲南省","嘉興府 嘉善縣 |
 臨安府 河西縣","縣丞駐斜塘鎮 |
 知縣","監生 |
 監生","銅山 江蘇 |
 銅山 江蘇",1,"1850.5 |
 1851.75",739269,0.36,0.6534181947917017
"孫衣言 |
 孫衣言","? |
 ?","京師 |
 安徽省","翰林院衙門 翰林院編修 |
 安慶府 ?","上書房行走文淵閣校理 |
 知府","進士 |
 ?","歸安 浙江 |
 瑞安 浙江",1,"1857.5 |
 1858.75",1148363,0.64,0.6534181947917017
"茅光耀 |
 陳光燿","? |
 曉嵐","直隸省 |
 福建省","順天府 文安縣 |
 ? ?","主簿駐蘇家橋 |
 莆田場大使","監生 |
 監生","山隂 浙江 |
 山陰 浙江",0,"1864.0 |
 1864.0",1703001,0.68,0.6268694575704263
"王? |
 黄？？","? |
 ?","貴州省 |
 貴州省","貴陽府 ? |
 安順府 安平縣","扎佐司巡檢 |
 典史","監生 |
 監生","大興 順天 |
 大興 順天",0,"1857.5 |
 1857.5",1309312,0.36,0.6534181947917017
"宋維燾 |
 宋？燾","? |
 ?","京師 |
 京師","戶部衙門 廣東司 |
 戶部衙門 倉場總督衙門","主事 |
 戶部主事","副榜 |
 副榜","汾陽 山西 |
 汾陽 山西",1,"1859.5 |
 1859.75",1320732,0.28,0.5929533174454745
"郭照堃 |
 郭照墉","? |
 ?","京師 |
 京師","欽天監衙門 時憲科 |
 欽天監衙門 時憲科","博士 |
 博士","? |
 ?","大興 順天 |
 大興 順天",0,"1854.75 |
 1854.75",330633,0.44,0.6859298002503729
"周洛 |
 周洛","? |
 錦亭","山西省 |
 山西省","潞安府 長治縣 |
 太原府 祁縣","縣丞駐西大鎭 |
 典史","監生 |
 監生","會稽 浙江 |
 山隂 浙江",1,"1852.75 |
 1854.0",75320,0.44,0.6859298002503729
"王樹棠 |
 王樹棠","? |
 ?","直隸省 |
 貴州省","保定府 唐縣 |
 思南府 安化縣","復設教諭 |
 知縣","副榜 |
 副榜","永平 ? |
 永平 直隸",1,"1860.75 |
 1862.25",2056884,0.68,0.6268694575704263
"龎楧 |
 龐楧","? |
 ?","貴州省 |
 貴州省","平越州 餘慶縣 |
 都匀府 餘慶縣","復設訓導 |
 復設訓導","拔貢 |
 拔貢","石阡 ? |
 石阡府 ?",1,"1855.5 |
 1855.75",305963,0.32,0.6268694575704263
"翁同書 |
 翁同龢","? |
 ?","安徽省 |
 京師","? ? |
 翰林院衙門 翰林院修撰","兵部侍郎都察院右副都御史巡撫安徽等處地方軍務兼理糧餉 |
 陝甘學政","? |
 狀元","常熟 江蘇 |
 常熟 江蘇",0,"1858.75 |
 1859.25",1545005,0.32,0.6268694575704263
"周士銜 |
 周士衡","? |
 ?","山東省 |
 山東省","曹州府 單縣 |
 曹州府 單縣","管河主簿 |
 管河主簿","? |
 監生","大興 順天 |
 大興 順天",1,"1851.75 |
 1852.5",545130,0.72,0.5929533174454745
"梁汝瑶 |
 梁汝瑛","? |
 ?","廣東省 |
 廣東省","肇慶府 鶴山縣 |
 肇慶府 新興縣","訓導 |
 訓導","舉人 |
 舉人","廣州府 ? |
 高州府 ?",0,"1857.5 |
 1857.75",1292849,0.6,0.6730116670072565
"劉郇膏 |
 劉那膏","? |
 ?","江蘇省 |
 江蘇省","松江府 青浦縣 |
 松江府 靑浦縣","知縣 |
 知縣","? |
 ?","太康 河南 |
 太康 河南",1,"1856.75 |
 1857.0",895927,0.72,0.5929533174454745
"陳維愷 |
 陳維塏","? |
 ?","雲南省 |
 雲南省","澂江府 江川縣 |
 鎭沅廰 ?","訓導 |
 復設訓導","舉人 |
 舉人","雲南府 ? |
 ? 雲南",1,"1856.0 |
 1856.25",1137542,0.52,0.6923469670879616
"支昭寅 |
 支昭宸","? |
 ?","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","員外郎 |
 員外郞","廪貢 |
 廪貢","宛平 順天 |
 宛平 順天",1,"1854.75 |
 1855.0",321853,0.36,0.6534181947917017
"呉熊 |
 呉熊","? |
 ?","湖南省 |
 湖南省","永州府 通道縣 |
 靖州 通道縣","知縣 |
 知縣","擧人 |
 舉人","山隂 浙江 |
 歸安 浙江",1,"1854.75 |
 1855.5",403456,0.68,0.6268694575704263
"萬靑藜 |
 萬青藜","藕？ |
 藕船","京師 |
 直隸省","兵部衙門 ? |
 順天府 ?","經筵講官兵部尚書 |
 署兵部尚書兼管順天府府尹事務","? |
 ?","德化 江西 |
 德化 江西",1,"1864.0 |
 1864.0",1681308,0.44,0.6859298002503729
"朱源 |
 朱源","? |
 子湘","廣西省 |
 山東省","梧州府 藤縣 |
 靑州府 樂安縣","白石寨巡檢 |
 知縣","監生 |
 ?","歸安 浙江 |
 銭塘 浙江",0,"1859.5 |
 1859.75",1475606,0.36,0.6534181947917017
"鄧譔 |
 鄧譔","? |
 ?","四川省 |
 四川省","綏定府 新甯縣 |
 城口廰 ?","復設訓導 |
 訓導","廪貢 |
 廪貢","成都府 ? |
 成都 ?",1,"1856.0 |
 1856.25",1115450,0.64,0.6534181947917017
"馬晉圖 |
 馬晋圖","? |
 ?","湖北省 |
 湖北省","安陸府 鍾祥縣 |
 漢陽府 漢陽縣","知縣 |
 知縣","貢生 |
 貢生","? ? |
 ? ?",1,"1857.5 |
 1858.75",1265034,0.44,0.6859298002503729
"？？？ |
 ？？？","? |
 ?","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","？？？？？？？？ |
 ？？？？？？？？","？？ |
 貢生","？？ ？？ |
 南海 廣東",0,"1859.5 |
 1859.5",1331255,0.48,0.6923469670879616
"万聨泰 |
 方聨泰","? |
 ?","河南省 |
 河南省","陝州 ? |
 陝州直隸州 ?","吏目 |
 吏目","監生 |
 監生","巴陵 湖南 |
 巴陵 湖南",1,"1855.5 |
 1856.0",234610,0.72,0.5929533174454745
"趙蘭煇 |
 趙蘭墀","? |
 ?","山西省 |
 山西省","平陽府 岳陽縣 |
 平陽府 岳陽縣","訓導 |
 訓導","舉人 |
 舉人","汾州府 ? |
 汾州府 ?",1,"1857.5 |
 1857.75",1211949,0.32,0.6268694575704263
"何錫齡 |
 王錫齡","？？ |
 ?","江蘇省 |
 江蘇省","總漕部院衙門 湖廣衛所 |
 總漕部院衙門 江南衛所","頭帮領運千總 |
 八帮領運千總","附監 |
 監生","? 浙江 |
 ? 順天",0,"1860.25 |
 1860.5",2254516,0.32,0.6268694575704263
"黄開第 |
 顧開第","? |
 棣園","四川省 |
 四川省","綏定府 東鄕縣 |
 綏定府 ?","復設敎諭 |
 知府","廪貢 |
 ?","重慶府 ? |
 上元 江蘇",0,"1852.75 |
 1854.75",98252,0.28,0.5929533174454745
"馮汝棻 |
 ？汝芬","孝則 |
 孝則","湖南省 |
 湖南省","長沙府 湘潭縣 |
 長沙府 湘潭縣","知縣 |
 知縣","? |
 ?","南海 廣東 |
 南海 廣東",1,"1855.5 |
 1855.75",221904,0.68,0.6268694575704263
"張鴻逵 |
 張鴻逵","? |
 ?","廣西省 |
 山西省","柳州府 雒容縣 |
 解州 夏縣","江口鎭巡檢 |
 知縣","監生 |
 監生","祥符 河南 |
 金匱 江西",0,"1862.25 |
 1863.0",2004107,0.24,0.5510799280849727
"李國華 |
 李國華","? |
 ?","甘肅省 |
 廣東省","蘭州府 ? |
 惠州府 歸善縣","復設訓導 |
 碧甲司巡検","挨貢 |
 供事","凉州府 ? |
 上元 江蘇",0,"1857.5 |
 1857.5",1234490,0.72,0.5929533174454745
"孔繼釪 |
 孔繼善","? |
 ?","山東省 |
 山東省","兖州府 曲阜縣 |
 兖州府 曲阜縣","七品執事官 |
 九品執事官","? |
 ?","? ? |
 ? ?",0,"1850.5 |
 1850.5",782609,0.28,0.5929533174454745
"王家駿 |
 王家馭","? |
 ?","直隸省 |
 直隸省","廣平府 ? |
 天津府 滄州","復設訓導 |
 復設訓導","？貢 |
 廪貢","? 順天 |
 ? 順天",1,"1862.25 |
 1864.0",1887653,0.36,0.6534181947917017
"司徒緖 |
 司徒緖","? |
 ?","福建省 |
 福建省","永春直隸州 ? |
 福寕府 永春直隷州","知州 |
 知州","監生 |
 廕生","連平 廣東 |
 開平 廣東",1,"1856.0 |
 1856.75",1077768,0.68,0.6268694575704263
"王長洽 |
 王長治","心？ |
 心梅","江蘇省 |
 江蘇省","江寕布政司衙門 ? |
 江甯布政司衙門 ?","日盈庫大使 |
 日盈庫大使","監生 |
 監生","宛平 順天 |
 宛平 順天",1,"1854.75 |
 1855.0",348172,0.32,0.6268694575704263
"趙典 |
 趙興","? |
 ?","安徽省 |
 安徽省","頴州府 蒙城縣 |
 頴州府 蒙城縣","典史 |
 典史","監生 |
 監生","迪化 甘肅 |
 迪化 甘肅",1,"1858.75 |
 1859.25",1549364,0.44,0.6859298002503729
"王敬熙 |
 王敬煕","? |
 ?","江蘇省 |
 山東省","總漕部院衙門 山東衛所 |
 按察司衙門 ?","領運千總 |
 督粮道庫大使","監生 |
 監生","? 順天 |
 大興 順天",1,"1862.25 |
 1864.0",1894462,0.72,0.5929533174454745
"劉慶元 |
 劉慶元","? |
 ?","河南省 |
 湖南省","陳州府 扶溝縣 |
 沅州府 芷江縣","典史 |
 便水巡檢兼管馹務","職員 |
 監生","通州 順天 |
 臨桂 廣西",0,"1864.0 |
 1864.0",1767382,0.44,0.6859298002503729
"呉履泰 |
 呉保泰","? |
 ?","河南省 |
 廣東省","彰德府 安陽縣 |
 ? ?","復設訓導 |
 欽命國子監祭酒提督廣東全省學政","附貢 |
 ?","光州 ? |
 光州 河南",0,"1852.75 |
 1854.0",51686,0.28,0.5929533174454745
"羅熙志 |
 翟熙志","? |
 心土","山東省 |
 山東省","靑州府 臨朐縣 |
 靑州府 臨朐縣","復設教諭 |
 復設教諭","副貢 |
 附貢","萊州 ? |
 萊州 ?",1,"1860.75 |
 1861.25",2139892,0.72,0.5929533174454745
"李重熙 |
 李載熙","錫卿 |
 ?","京師 |
 京師","工部衙門 額外司員 |
 詹事府衙門 ?","主事都水司行走 |
 右春坊右贊善","擧人 |
 ?","嘉應州 廣東 |
 嘉應州 廣東",0,"1856.75 |
 1857.0",871076,0.52,0.6923469670879616
"周兆熊 |
 胡兆熊","? |
 ?","湖南省 |
 山東省","? ? |
 東昌府 邱縣","撫標中軍叅將兼管左營事務 |
 典史","行伍 |
 監生","? 四川 |
 天津 直隸",0,"1855.5 |
 1855.75",221475,0.32,0.6268694575704263
"朱源 |
 朱源","? |
 ?","山東省 |
 廣西省","靑州府 樂安縣 |
 梧州府 藤縣","知縣 |
 白石寨巡検","進士 |
 監生","銭塘 浙江 |
 歸安 浙江",0,"1857.5 |
 1857.75",1207373,0.4,0.6730116670072565
"周南 |
 周？","? |
 ?","湖南省 |
 湖南省","桂陽州 臨武縣 |
 桂陽州 臨武縣","訓導 |
 訓導","挨貢 |
 挨貢","永州 ? |
 永州 ?",1,"1860.25 |
 1860.5",2297996,0.32,0.6268694575704263
"楊永平 |
 楊永年","? |
 ?","甘肅省 |
 甘肅省","西甯府 ? |
 西甯府 ?","貴德同知訓導 |
 貴德同知訓導","舉人 |
 舉人","鞏昌 ? |
 鞏昌 ?",1,"1862.25 |
 1864.0",1981697,0.72,0.5929533174454745
"宋晉 |
 宋晋","? |
 ?","京師 |
 京師","内閣衙門 内閣學士 |
 內閣衙門 學士","內閣學士兼禮部侍郎銜 |
 內閣學士兼禮部侍郎銜稽察中書事務","? |
 進士","溧陽 江蘇 |
 溧陽 江蘇",1,"1856.75 |
 1857.5",852145,0.48,0.6923469670879616
"余鎭溶 |
 余鎭溶","? |
 ?","貴州省 |
 山東省","貴陽府 修文縣 |
 濟南府 臨邑縣","訓導 |
 知縣","擧人 |
 擧人","平越州 ? |
 餘慶 貴州",0,"1850.5 |
 1851.75",847085,0.4,0.6730116670072565
"馮鈺 |
 馮銓","? |
 ?","京師 |
 京師","太醫院衙門 八品吏目 |
 太醫院衙門 ?","空白 |
 御藥","? |
 ?","大同 山西 |
 大同 山西",1,"1862.25 |
 1864.0",1872474,0.6,0.6730116670072565
"朱美鏐 |
 朱美鏐","? |
 ?","福建省 |
 福建省","邵武府 ? |
 漳州府 漳浦縣","經歴 |
 知縣","廪貢 |
 廪貢","塩城 江蘇 |
 海塩 浙江",1,"1854.75 |
 1855.5",388401,0.4,0.6730116670072565
"陳耀源 |
 崔耀源","? |
 ?","湖南省 |
 湖南省","寳慶府 武岡州 |
 寳慶府 武岡州","硤口巡檢 |
 硤口巡檢","? |
 監生","宛平 順天 |
 宛平 順天",0,"1851.75 |
 1852.5",657024,0.48,0.6923469670879616
"楊鴻典 |
 楊鴻興","鵠山 |
 ?","京師 |
 京師","戶部衙門 額外司員 |
 戶部衙門 額外司員","主事 |
 主事","? |
 舉人","丹徒 江蘇 |
 ? 江蘇",0,"1856.75 |
 1857.5",861181,0.64,0.6534181947917017
"潘景洛 |
 潘象洛","? |
 ?","陜西省 |
 陝西省","西安府 富平縣 |
 西安府 富平縣","縣丞駐美源鎭 |
 縣丞駐美原鎭","監生 |
 監生","榮河 山西 |
 榮河 山西",1,"1856.75 |
 1857.5",976954,0.6,0.6730116670072565
"王金臺 |
 王金堂","? |
 ?","京師 |
 京師","戶部衙門 額外司員 |
 戶部衙門 額外司員","主事 |
 主事","? |
 進士","髙陽 直隸 |
 高陽 直隸",1,"1856.75 |
 1857.5",862018,0.4,0.6730116670072565
"王錫齢 |
 王錫齢","? |
 ?","京師 |
 江蘇省","工部衙門 額外司員 |
 總漕部院衙門 江南衛所","郎中 |
 八帮領運千總","進士 |
 監生","? 江西 |
 ? 順天",0,"1857.5 |
 1858.75",1160456,0.28,0.5929533174454745
"王之翰 |
 王之瀚","? |
 ?","河南省 |
 湖南省","歸德府 柘城縣 |
 常德府 武陵縣","典史 |
 復設訓導","監生 |
 附貢","天津 直隷 |
 長沙 ?",0,"1851.75 |
 1851.75",561530,0.4,0.6730116670072565
"鍾衡鑑 |
 鍾衡鑑","? |
 ?","廣西省 |
 廣西省","桂林府 陽朔縣 |
 泗城府 西林縣","訓導 |
 復設訓導","挨貢 |
 拔貢","平樂府 ? |
 平樂 ?",1,"1854.75 |
 1855.5",464386,0.64,0.6534181947917017
"陶？樑 |
 陶樑","? |
 ？香","京師 |
 京師","禮部衙門 ? |
 禮部衙門 ?","左侍郎 |
 左侍郎","? |
 ?","長洲 江蘇 |
 長洲 江蘇",1,"1854.75 |
 1855.0",317615,0.68,0.6268694575704263
"范先秩 |
 范先敘","? |
 ?","直隸省 |
 直隸省","宣化府 龍門縣 |
 宣化府 西甯縣","教諭 |
 教諭","舉人 |
 舉人","順天 ? |
 順天 ?",0,"1855.5 |
 1855.5",171972,0.72,0.5929533174454745
"呼延振杰 |
 呼延振","? |
 ?","京師 |
 京師","翰林院衙門 翰林院編修 |
 翰林院衙門 翰林院編修","? |
 ?","? |
 進士","長安 陝西 |
 長安 陝西",1,"1850.5 |
 1851.25",665668,0.36,0.6534181947917017
"邱葆光 |
 司葆光","? |
 ?","福建省 |
 甘肅省","漳州府 平和縣 |
 凉州府 ?","復設訓導 |
 莊浪復設訓導","附貢 |
 廪貢","福州 ? |
 蘭州 ?",0,"1860.75 |
 1861.25",2106069,0.32,0.6268694575704263
"李嘉瑞 |
 李嘉端","? |
 ?","湖北省 |
 安徽省","施南府 恩施縣 |
 ? ?","知縣 |
 欽命内閣學士提督安徽全省學政","擧人 |
 進士","大興 順天 |
 大興 順天",0,"1851.75 |
 1851.75",653771,0.72,0.5929533174454745
"白誥卿 |
 白譲卿","? |
 ?","江蘇省 |
 浙江省","松江府 南匯縣 |
 嘉興府 ?","管粮縣丞 |
 海防同知駐乍浦","監生 |
 ?","通州 順天 |
 通州 順天",0,"1860.25 |
 1860.5",2249222,0.72,0.5929533174454745
"徐鳯階 |
 林鳯階","? |
 ?","山東省 |
 江南省","兖州府 陽榖縣 |
 蘇州府 元和縣","典史 |
 典史","監生 |
 監生","大興 順天 |
 大興 順天",0,"1851.75 |
 1851.75",542729,0.28,0.5929533174454745
"管倫 |
 管綸","? |
 ?","福建省 |
 福建省","臺湾府 ? |
 臺湾府 ?","經厯 |
 經厯","監生 |
 監生","陽湖 江蘇 |
 陽湖 江蘇",1,"1862.25 |
 1863.0",1929718,0.72,0.5929533174454745
"周汝霖 |
 周汝霖","? |
 ?","江西省 |
 河南省","饒州府 鄱陽縣 |
 汝州 ?","石門司巡檢 |
 學正","? |
 舉人","海甯 浙江 |
 歸德 ?",0,"1857.5 |
 1858.75",1255998,0.28,0.5929533174454745
"李慶麟 |
 李應麟","? |
 ?","江蘇省 |
 江蘇省","揚州府 高郵州 |
 總河部院衙門 ?","界首司巡檢 |
 阜寕海南巡檢","監生 |
 監生","仁和 浙江 |
 仁和 浙江",1,"1855.5 |
 1855.5",183455,0.52,0.6923469670879616
"楊式榖 |
 楊式穀","稼生 |
 稼生","京師 |
 直隸省","禮部衙門 ? |
 保定府省會 ?","右侍郎國史館副總裁 |
 欽命吏部左侍郎提督順天等處地方學政","? |
 ?","商城 河南 |
 商城 河南",1,"1860.75 |
 1862.25",2032139,0.64,0.6534181947917017
"楊云亭 |
 楊芝亭","? |
 ?","四川省 |
 四川省","成都府 什邡縣 |
 成都府 什邡縣","訓導 |
 訓導","舉人 |
 舉人","順慶 ? |
 順慶 ?",1,"1860.75 |
 1862.25",2162707,0.72,0.5929533174454745
"金鴻熙 |
 金緝熙","謹堂 |
 穆堂","京師 |
 京師","詹事府衙門 額外主簿 |
 内閣衙門 額外中書","? |
 ?","附貢 |
 貢生","婺源 安徽 |
 婺源 安徽",0,"1852.75 |
 1854.0",7739,0.24,0.5510799280849727
"叚承實 |
 段承寔","芳山 |
 ?","京師 |
 京師","内閣衙門 額外中書舍人 |
 内閣衙門 漠票韱中書舍人","? |
 中書","? |
 擧人","南昌 江西 |
 南昌 江西",1,"1850.5 |
 1851.25",662830,0.6,0.6730116670072565
"朱丙鑅 |
 朱丙？","槐亭 |
 槐亭","山東省 |
 山東省","萊州府 昌邑縣 |
 萊州府 昌邑縣","縣丞 |
 縣丞","議叙 |
 議叙","山隂 浙江 |
 山隂 浙江",1,"1860.75 |
 1861.25",2141502,0.56,0.6859298002503729
"宋光禮 |
 宋光祚","? |
 ?","京師 |
 河南省","刑部衙門 額外司員 |
 布政司衙門 ?","主事 |
 日盈庫大使","監生 |
 監生","大興 順天 |
 大興 順天",0,"1857.5 |
 1858.75",1159856,0.28,0.5929533174454745
"金世榮 |
 童世榮","? |
 ?","京師 |
 京師","欽天監衙門 ? |
 欽天監衙門 時憲科","主簿 |
 秋官正","? |
 ?","宛平 順天 |
 宛平 順天",0,"1851.75 |
 1852.75",499041,0.4,0.6730116670072565
"李遇春 |
 李遇春","? |
 ?","江蘇省 |
 甘肅省","總漕部院衙門 江南衛所 |
 慶陽府 安化縣","領運千總 |
 典史","監生 |
 監生","? 直隸 |
 長安 陝西",0,"1864.0 |
 1864.0",1718256,0.36,0.6534181947917017
