name,zihao,diqu,jigou,guanzhi,chushen,rensheng&xian,oracle,year,index,predicted,uncertainty
"沈史雲 |
 沈史雲","? |
 ?","京師 |
 京師","翰林院衙門 翰林院編修 |
 翰林院衙門 翰林院編修","? |
 空白","? |
 ?","番禺 廣東 |
 番禹 廣東",1,"1854.75 |
 1855.0",311042,0.48,0.6923469670879616
"陳松 |
 陳松","? |
 ?","陝西省 |
 陝西省","按察司衙門 ? |
 按察司衙門 ?","粮道永盈庫大使 |
 粮道永盈庫大使","供事 |
 供事","山隂 浙江 |
 山陰 浙江",1,"1859.5 |
 1859.75",1440180,0.48,0.6923469670879616
"楊鴻吉 |
 紀暘","? |
 ?","京師 |
 京師","吏部衙門 額外司員 |
 吏部衙門 額外司員","主事 |
 主事","? |
 ?","丹徒 江蘇 |
 文安 順天",0,"1859.5 |
 1859.5",1319974,0.52,0.6923469670879616
"秦日琨 |
 秦日琨","竹泉 |
 竹泉","四川省 |
 四川省","順慶府 廣安州 |
 順慶府 廣安州","復設訓導 |
 復設訓導","廪貢 |
 廪貢","成都 ? |
 成都府 ?",1,"1855.5 |
 1855.75",272281,0.48,0.6923469670879616
"岳雲衢 |
 陳維嶽","? |
 ?","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事 |
 主事","進士 |
 ?","藍田 陝西 |
 增城 廣東",0,"1851.75 |
 1852.5",494608,0.52,0.6923469670879616
"鍾策勳 |
 鐘策勳","? |
 ?","貴州省 |
 貴州省","思南府 ? |
 思南府 ?","經歷 |
 經厯","職員 |
 職員","興寕 廣東 |
 興寕 廣東",1,"1854.75 |
 1855.0",478578,0.48,0.6923469670879616
"徐鏈 |
 徐鏈","蓮舫 |
 蓮舫","山西省 |
 山西省","朔平府 ? |
 朔平府 ?","淸水河巡検 |
 淸水河巡檢","吏員 |
 吏員","銭塘 浙江 |
 錢塘 浙江",1,"1855.5 |
 1855.75",256882,0.48,0.6923469670879616
"呉金甌 |
 呉金臺","? |
 雲仙","湖南省 |
 湖南省","永州府 祁陽縣 |
 永州府 祁陽縣","典史 |
 知縣","供事 |
 ?","南豊 江西 |
 蕭山 浙江",0,"1856.75 |
 1856.75",945525,0.52,0.6923469670879616
"沈兆霖 |
 沈兆霖","子？ |
 ?","京師 |
 京師","都察院衙門 ? |
 都察院衙門 ?","都察院左都御史南書房行走 |
 經筵講官都察院左都御史南書房行走","? |
 ?","錢塘 浙江 |
 銭塘 浙江",1,"1859.5 |
 1860.25",1333965,0.48,0.6923469670879616
"熊瑔 |
 熊瑔","? |
 ?","江蘇省 |
 江蘇省","常州府 武進縣 |
 常州府 武進縣","典史 |
 典史","監生 |
 監生","潜山 安徽 |
 潛山 安徽",1,"1858.75 |
 1859.5",1536337,0.48,0.6923469670879616
"歐陽誥? |
 歐陽誥","? |
 ?","四川省 |
 四川省","成都府 金堂縣 |
 成都府 金堂縣","典史 |
 典史","監生 |
 監生","安福 江西 |
 安福 江西",1,"1852.75 |
 1854.75",91332,0.48,0.6923469670879616
"同掞奎 |
 王浵","? |
 ?","京師 |
 京師","翰林院衙門 翰林院庶吉士 |
 翰林院衙門 翰林院庶吉士","? |
 ?","? |
 ?","朝邑 陝西 |
 寳坻 順天",0,"1852.75 |
 1854.75",6352,0.52,0.6923469670879616
"呉金鑑 |
 呉金鑑","? |
 ?","江蘇省 |
 江南省","常州府 陽湖縣 |
 常州府 陽湖縣","復設訓導 |
 復設訓導","廪貢 |
 廪生","蘇州 ? |
 蘇州府 ?",1,"1856.75 |
 1857.5",896253,0.48,0.6923469670879616
"蔡琳 |
 杜際唐","? |
 盛斯","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事 |
 員外郞廣西司行走","? |
 廪貢","江甯 江蘇 |
 太谷 山西",0,"1859.5 |
 1859.75",1331515,0.52,0.6923469670879616
"余珽 |
 佘珽","? |
 ?","四川省 |
 四川省","成都府 金堂縣 |
 成都府 金堂縣","知縣 |
 知縣","擧人 |
 擧人","大興 順天 |
 大興 順天",1,"1851.75 |
 1852.75",568468,0.48,0.6923469670879616
"趙溶 |
 趙榮光","? |
 ?","山東省 |
 山東省","曹州府 曹縣 |
 曹州府 曹縣","典史 |
 教諭","供事 |
 擧人","歸安 浙江 |
 兖州 ?",0,"1850.5 |
 1851.75",786085,0.52,0.6923469670879616
"孔廣煕 |
 孔廣锳","? |
 ?","山東省 |
 山東省","兖州府 至聖廟官 |
 兖州府 至聖廟官","七品執事官 |
 五品執事官","? |
 ?","? ? |
 ? ?",0,"1862.25 |
 1864.0",1956594,0.52,0.6923469670879616
"周永淸 |
 周永清","? |
 ?","江蘇省 |
 江蘇省","總漕部院衙門 山東衛所 |
 總漕部院衙門 山東衛所","管河千總 |
 管河千總","行伍 |
 行伍","? 山東 |
 ? 山東",1,"1860.75 |
 1861.25",2071110,0.56,0.6859298002503729
"？俊篪 |
 ？？？","琴訪 |
 ?","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事？？行走 |
 ？？？？？？？？","增貢 |
 ？？","天津 直隸 |
 ？？ ？？",0,"1859.5 |
 1859.5",1330259,0.52,0.6923469670879616
"沈延廣 |
 沈延廣","? |
 ?","四川省 |
 四川省","重慶府 大足縣 |
 重慶府 大足縣","訓導 |
 訓導","舉人 |
 擧人","夔州 ? |
 夔州府 ?",1,"1855.5 |
 1855.75",274324,0.48,0.6923469670879616
"陳鳯桐 |
 陳鳳桐","? |
 ?","浙江省 |
 浙江省","處州府 龍泉縣 |
 處州府 龍泉縣","縣丞駐安仁莊 |
 縣丞駐安仁莊","監生 |
 監生","濰縣 山東 |
 濰縣 山東",1,"1856.75 |
 1857.0",926950,0.44,0.6859298002503729
"王金臺 |
 金泰","? |
 ?","貴州省 |
 貴州省","鎭遠府 施秉縣 |
 鎭遠府 施秉縣","復設教諭 |
 典史","恩貢 |
 監生","平越 ? |
 仁和 浙江",0,"1859.5 |
 1860.25",1486361,0.52,0.6923469670879616
"朱守譲 |
 朱守譲","少猗 |
 ?","江蘇省 |
 江南省","總河部院衙門 ? |
 總河部院衙門 ?","阜寕北岸縣丞 |
 阜甯北岸縣丞","職員 |
 監生","南豊 江西 |
 南昌 江西",1,"1855.5 |
 1856.0",181126,0.48,0.6923469670879616
"趙源昌 |
 袁淸詔","伯泉 |
 禹章","京師 |
 京師","光祿寺衙門 額外司員 |
 光祿寺衙門 額外司員","署正太官署兼典簿廳 |
 署正太官署行走","軍功 |
 監生","介休 山西 |
 安肅 直隸",0,"1860.75 |
 1860.75",2046079,0.52,0.6923469670879616
"楊映奎 |
 楊映奎","? |
 ?","京師 |
 京師","刑部衙門 山東司 |
 刑部衙門 山東司","主事 |
 主事","? |
 ?","寗郷 山西 |
 甯鄕 山西",1,"1856.75 |
 1857.0",866671,0.48,0.6923469670879616
"汪報閠 |
 汪報閏","? |
 ?","江西省 |
 江西省","南安府 ? |
 南安府 ?","知府 |
 知府","監生 |
 監生","山陽 江蘇 |
 山陽 江蘇",1,"1855.5 |
 1855.75",198332,0.44,0.6859298002503729
"張濯翰 |
 張吉矅","? |
 ?","湖南省 |
 湖南省","長沙府 湘陰縣 |
 長沙府 湘陰縣","典史 |
 復設訓導","監生 |
 廪貢","陝州 河南 |
 辰州府 ?",0,"1851.75 |
 1852.75",654991,0.52,0.6923469670879616
"潘仲楫 |
 潘仲輯","雲樵 |
 雲樵","雲南省 |
 雲南省","楚雄府 鎭南州 |
 楚雄府 鎭南州","知州 |
 知州","舉人 |
 擧人","新興 廣東 |
 新興州 廣東",1,"1855.5 |
 1855.75",297883,0.56,0.6859298002503729
"董世榮 |
 金世榮","? |
 ?","京師 |
 京師","欽天監衙門 時憲科 |
 欽天監衙門 ?","司書 |
 主簿","? |
 ?","宛平 順天 |
 宛平 順天",0,"1850.5 |
 1851.25",688257,0.48,0.6923469670879616
"王青照 |
 王奎照","? |
 ?","京師 |
 京師","欽天監衙門 時憲科 |
 欽天監衙門 時憲科","博士 |
 監候","? |
 ?","大興 順天 |
 宛平 順天",0,"1854.75 |
 1855.5",330761,0.56,0.6859298002503729
"呂序程 |
 吕序程","秋勝 |
 秋勝","京師 |
 京師","翰林院衙門 翰林院編修 |
 翰林院衙門 翰林院編修","? |
 山東學政","? |
 ?","羅山 河南 |
 羅山 河南",1,"1854.75 |
 1855.5",310065,0.48,0.6923469670879616
"鄭鑑治 |
 鄭鑑治","? |
 ?","浙江省 |
 浙江省","處州府 景寕縣 |
 處州府 景甯縣","訓導 |
 訓導","歳貢 |
 嵗貢","台州 ? |
 台州府 ?",1,"1856.75 |
 1857.5",927160,0.48,0.6923469670879616
"石鏡潢 |
 黄頴章","星渚 |
 ?","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事湖廣司行走 |
 主事","附貢 |
 ?","宿松 安徽 |
 河曲 山西",0,"1860.75 |
 1860.75",2039375,0.52,0.6923469670879616
"陳蔭培 |
 陳蔭培","又橋 |
 又橋","江蘇省 |
 江蘇省","兩淮塩院衙門 ? |
 兩淮塩院衙門 ?","富安場大使 |
 富安場大使","? |
 ?","銭塘 浙江 |
 錢塘 浙江",1,"1855.5 |
 1855.75",182251,0.48,0.6923469670879616
"朱逢寅 |
 徐逢幹","? |
 ?","江南省 |
 江南省","江甯府 六合縣 |
 江甯府 六合縣","訓導 |
 復設教諭","舉人 |
 附生","松江府 ? |
 揚州府 ?",0,"1856.0 |
 1856.0",1015600,0.52,0.6923469670879616
"范邦綸 |
 謝藩","雲瞻 |
 价臣","江蘇省 |
 江蘇省","總漕部院衙門 湖廣衛所 |
 總漕部院衙門 湖廣衛所","三帮領運千總 |
 二帮領運千總","? |
 監生","合肥 安徽 |
 連平州 廣東",0,"1850.5 |
 1850.5",715996,0.52,0.6923469670879616
"髙繼珩 |
 高繼衍","? |
 ?","直隸省 |
 直隸省","大名府 大名縣 |
 大名府 大名縣","教諭 |
 教諭","擧人 |
 舉人","? 順天 |
 順天府 ?",1,"1856.75 |
 1857.5",891805,0.52,0.6923469670879616
"蔡步鑣 |
 杜際唐","少卿 |
 盛斯","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","員外郎浙江司行走 |
 員外郞廣西司行走","附貢 |
 廪貢","甯德 福建 |
 太谷 山西",0,"1858.75 |
 1858.75",1507414,0.52,0.6923469670879616
"劉賡瀛 |
 劉煐","子登 |
 冠霞","京師 |
 京師","光祿寺衙門 額外司員 |
 光祿寺衙門 額外司員","署正太官署行走 |
 署正掌醢署兼典簿廳行走","舉人 |
 職員","三原 陝西 |
 大興 順天",0,"1862.25 |
 1864.0",1868642,0.52,0.6923469670879616
"？馥 |
 楊？藻","小雅 |
 ?","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事江西司行走 |
 主事","? |
 ?","錢塘 浙江 |
 石埭 安徽",0,"1856.75 |
 1857.0",867694,0.52,0.6923469670879616
"孔慶遠 |
 孔廣瑢","? |
 ?","山東省 |
 山東省","兖州府 至聖廟官 |
 兖州府 至聖廟官","七品執事官 |
 八品執事官","? |
 ?","? ? |
 ? ?",0,"1864.0 |
 1864.0",1778145,0.52,0.6923469670879616
"張翀霄 |
 張崇","? |
 ?","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事 |
 主事","? |
 ?","齊和 山東 |
 陝縣 河南",0,"1854.75 |
 1855.0",322445,0.52,0.6923469670879616
"孫楫 |
 孫楫","? |
 ?","京師 |
 京師","都察院衙門 福建道 |
 都察院衙門 陝西道","福建道監察御史 |
 掌陝西道監察御史","? |
 ?","濟寧州 山東 |
 濟甯州 山東",1,"1859.5 |
 1860.25",1334767,0.48,0.6923469670879616
"黄澤松 |
 葉澤松","? |
 ?","直隸省 |
 直隸省","天津府 天津縣 |
 天津府 天津縣","典史 |
 典史","監生 |
 監生","湘潭 湖南 |
 湘郷 湖南",1,"1855.5 |
 1856.0",166746,0.56,0.6859298002503729
"張（忄+朱） |
 張洙","文泉 |
 ?","安徽省 |
 安徽省","泗州 ? |
 泗州 ?","吏目 |
 吏目","附貢 |
 附貢","高苑 山東 |
 高苑 山東",1,"1860.25 |
 1860.5",2262569,0.44,0.6859298002503729
"王仲甡 |
 王珠燾","東？ |
 溥源","京師 |
 京師","工部衙門 額外司員 |
 工部衙門 額外司員","主事都水司行走 |
 主事營繕司行走","? |
 附貢","元城 直隸 |
 濟甯 山東",0,"1862.25 |
 1862.25",1863887,0.52,0.6923469670879616
"管伯？ |
 ？？？","？？ |
 ?","京師 |
 京師","工部衙門 額外司員 |
 工部衙門 額外司員","主事營繕司行走 |
 主事","? |
 ?","博羅 廣東 |
 安福 湖南",0,"1860.25 |
 1860.75",2221191,0.52,0.6923469670879616
"劉隨祿 |
 劉随祿","? |
 ?","山東省 |
 山東省","濟南府 長山縣 |
 濟南府 長山縣","縣丞 |
 縣丞","監生 |
 監生","休寗 安徽 |
 休甯 安徽",1,"1856.75 |
 1857.0",957159,0.44,0.6859298002503729
"丁國治 |
 丁亮","? |
 ?","江蘇省 |
 江蘇省","總漕部院衙門 直隸衛所 |
 總漕部院衙門 直隸衛所","右所千總 |
 領運千總","武舉 |
 監生","三原 陝西 |
 ? ?",0,"1862.25 |
 1863.0",1893837,0.52,0.6923469670879616
"黄慶珍 |
 黄贊淸","? |
 海門","京師 |
 京師","工部衙門 額外司員 |
 工部衙門 額外司員","主事 |
 主事都水司行走","? |
 監生","大興 順天 |
 新繁 四川",0,"1860.25 |
 1860.25",2222113,0.52,0.6923469670879616
"劉德輝 |
 劉悳勳","? |
 ?","湖北省 |
 湖北省","安陸府 荊門州 |
 安陸府 荊門州","建陽鎮巡檢 |
 石橋巡檢","監生 |
 監生","長寕 江西 |
 嘉應 廣東",0,"1852.75 |
 1854.0",35480,0.52,0.6923469670879616
"？棻 |
 夏？？","芸浦 |
 ？？","京師 |
 京師","光祿寺衙門 額外司員 |
 光祿寺衙門 額外司員","署正 |
 署正太官署兼典簿廳行走","? |
 監生","泰和 江西 |
 宛平 順天",0,"1860.25 |
 1860.25",2226391,0.52,0.6923469670879616
"鍾孟鴻 |
 師洪鐘","? |
 雨村","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事 |
 郎中直隸司行走","? |
 舉人","鎮平 廣東 |
 太平 山西",0,"1859.5 |
 1859.75",1330951,0.52,0.6923469670879616
"王洪志 |
 王鴻綬","? |
 紫封","江蘇省 |
 江蘇省","總漕部院衙門 山東衛所 |
 總漕部院衙門 山東衛所","濮州衛領運千總 |
 領運千總","監生 |
 監生","? 順天 |
 ? 直隷",0,"1854.75 |
 1854.75",352871,0.52,0.6923469670879616
"孔傳臻 |
 孔傅章","? |
 ?","山東省 |
 山東省","兖州府 至聖廟官 |
 兖州府 至聖廟官","七品執事官 |
 九品執事官","? |
 ?","? ? |
 ? ?",0,"1862.25 |
 1863.0",1956718,0.52,0.6923469670879616
"李新莊 |
 李培生","? |
 厚滋","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事 |
 主事山西司行走","? |
 監生","甯鄕 湖南 |
 華陽 四川",0,"1859.5 |
 1859.75",1330562,0.52,0.6923469670879616
"魯文亮 |
 應文熙","? |
 ?","京師 |
 京師","太醫院衙門 九品吏目 |
 太醫院衙門 八品吏目","? |
 空白","? |
 ?","大興 順天 |
 大興 順天",0,"1854.75 |
 1855.5",331844,0.44,0.6859298002503729
"姚希元 |
 姚希元","? |
 ?","直隸省 |
 直隸省","正定府 阜平縣 |
 正定府 阜平縣","知縣 |
 知縣","? |
 舉人","萬全 山西 |
 萬泉 山西",1,"1855.5 |
 1856.0",167594,0.56,0.6859298002503729
"駱文蔚 |
 駱文蔚","? |
 ?","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事 |
 主事","進士 |
 ?","? 浙江 |
 諸暨 浙江",1,"1857.5 |
 1858.75",1158699,0.56,0.6859298002503729
"余國祥 |
 全國祥","? |
 ?","山西省 |
 山西省","太原府 文水縣 |
 太原府 文水縣","典史 |
 典史","? |
 吏員","山隂 浙江 |
 山隂 浙江",1,"1851.75 |
 1852.5",550556,0.48,0.6923469670879616
"張濯翰 |
 張吉矅","? |
 ?","湖南省 |
 湖南省","長沙府 湘陰縣 |
 長沙府 湘陰縣","典史 |
 復設訓導","監生 |
 廪貢","陝州 河南 |
 辰州府 ?",0,"1854.75 |
 1854.75",398414,0.52,0.6923469670879616
"李鴻荃 |
 李鴻金","? |
 ?","山東省 |
 山東省","濟南府 歴城縣 |
 濟南府 厯城縣","教諭 |
 教諭","擧人 |
 舉人","武定 ? |
 武定府 ?",1,"1856.75 |
 1857.5",956812,0.44,0.6859298002503729
"邊葆淳 |
 卞寳第","? |
 頌臣","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事 |
 主事","? |
 ?","任邱 直隷 |
 儀徵 江蘇",0,"1852.75 |
 1854.0",18145,0.52,0.6923469670879616
"傅夀彤 |
 王浵","? |
 ?","京師 |
 京師","翰林院衙門 翰林院庶吉士 |
 翰林院衙門 翰林院庶吉士","? |
 空白","? |
 ?","貴筑 貴州 |
 寶坻 順天",0,"1854.75 |
 1855.0",312157,0.52,0.6923469670879616
"蘇汝鏡 |
 ？汝鏡","? |
 ?","山東省 |
 山東省","曹州府 觀城縣 |
 曹州府 觀城縣","知縣 |
 知縣","監生 |
 監生","交河 直隸 |
 交河 直隸",1,"1860.25 |
 1860.5",2318003,0.48,0.6923469670879616
"徐鏞 |
 徐墉","? |
 ?","京師 |
 京師","翰林院衙門 翰林院編修 |
 翰林院衙門 翰林院編修","? |
 空白","? |
 ?","歸安 浙江 |
 歸安 浙江",1,"1854.75 |
 1855.0",309599,0.44,0.6859298002503729
"劉德輝 |
 劉悳勳","? |
 ?","湖北省 |
 湖北省","安陸府 荊門州 |
 安陸府 荊門州","建陽鎮巡檢 |
 石橋巡檢","監生 |
 監生","長寕 江西 |
 嘉應 廣東",0,"1852.75 |
 1852.75",35478,0.52,0.6923469670879616
"王祖培 |
 王祖培","嘨舲 |
 嘯舲","京師 |
 京師","翰林院衙門 侍讀 |
 翰林院衙門 侍讀","日講起居注官翰林院侍讀 |
 日講起居注官翰林院侍讀","? |
 ?","寳坻 順天 |
 寶坻 順天",1,"1856.75 |
 1857.0",853987,0.48,0.6923469670879616
"竇揚曾 |
 頼運揚","峴生 |
 頌墀","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","七品小京官直隷司行走 |
 主事安徽司行走","拔貢 |
 ?","羅平州 雲南 |
 奉新 江西",0,"1854.75 |
 1854.75",323660,0.52,0.6923469670879616
"李展業 |
 李長華","？甫 |
 仙根","京師 |
 京師","工部衙門 額外司員 |
 工部衙門 額外司員","員外郎營繕司行走 |
 郎中都水司行走","嵗貢 |
 舉人","齊東 山東 |
 從化 廣東",0,"1860.75 |
 1862.25",2041091,0.52,0.6923469670879616
"許其光 |
 許其光","? |
 ?","京師 |
 京師","翰林院衙門 翰林院編修 |
 翰林院衙門 翰林院編修","? |
 空白","榜眼 |
 榜眼","番禺 廣東 |
 番禹 廣東",1,"1854.75 |
 1855.5",309205,0.48,0.6923469670879616
"殷家伊 |
 殷家伊","莘農 |
 莘農","山東省 |
 山東省","濟南府 ? |
 濟南府 ?","司獄 |
 司獄","議叙 |
 議叙","清苑 直隸 |
 淸苑 直隸",1,"1856.75 |
 1857.0",956748,0.44,0.6859298002503729
"周益 |
 周景曾","? |
 式如","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事 |
 主事陝西司行走","? |
 議敘","臨桂 廣西 |
 海寧州 浙江",0,"1859.5 |
 1859.5",1330851,0.52,0.6923469670879616
"宋兆麟 |
 趙琳","? |
 ?","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事 |
 主事","監生 |
 拔貢","? 順天 |
 晋雲 浙江",0,"1857.5 |
 1857.5",1158942,0.52,0.6923469670879616
"俞允若 |
 郁鋐","? |
 ?","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事 |
 主事","? |
 ?","昭文 江蘇 |
 海塩 浙江",0,"1854.75 |
 1855.0",323302,0.52,0.6923469670879616
"趙岱景 |
 胡岱景","? |
 ?","江西省 |
 江西省","吉安府 永豐縣 |
 吉安府 永豐縣","復設教諭 |
 復設教諭","舉人 |
 舉人","南昌 ? |
 南昌 ?",1,"1862.25 |
 1864.0",1912542,0.48,0.6923469670879616
"王承瀚 |
 王瀚","? |
 ？州","京師 |
 京師","工部衙門 額外司員 |
 工部衙門 額外司員","主事 |
 主事都水司行走","舉人 |
 附貢","甯河 順天 |
 閿鄉 河南",0,"1860.25 |
 1860.75",2220798,0.52,0.6923469670879616
"潘濬 |
 潘濬","? |
 ?","雲南省 |
 雲南省","大理府 鄧川州 |
 大理府 鄧川州","知州 |
 知州","監生 |
 監生","長寕 江西 |
 長甯 江西",1,"1855.5 |
 1856.0",296511,0.48,0.6923469670879616
"王鴻綸 |
 王洪治","建猷 |
 ?","江蘇省 |
 江蘇省","總漕部院衙門 山東衛所 |
 總漕部院衙門 山東衛所","左帮領運千總 |
 領運千總","監生 |
 監生","? 直隸 |
 ? 順天",0,"1856.75 |
 1857.0",897392,0.52,0.6923469670879616
"蔣徵蒲 |
 蔣徵陶","? |
 ?","四川省 |
 陝西省","按察司衙門 ? |
 按察司衙門 ?","四川等處提刑按察使司按察使統轄全省驛傳事務 |
 請旨分守潼商等處地方兵備道","附貢 |
 舉人","安福 湖南 |
 安福 湖南",0,"1859.5 |
 1860.25",1451180,0.44,0.6859298002503729
"錢堃 |
 銭堃","? |
 ?","山東省 |
 山東省","兖州府 陽榖縣 |
 兖州府 陽榖縣","荆門上下閘官 |
 荊門上下閘閘官","監生 |
 ?","宛平 順天 |
 宛平 順天",1,"1856.75 |
 1857.5",961684,0.48,0.6923469670879616
"徐鵬 |
 徐騰漢","? |
 ?","山東省 |
 山東省","濟南府 德州 |
 濟南府 德州","吏目 |
 復設訓導","監生 |
 廪貢","宛平 順天 |
 曹州 ?",0,"1859.5 |
 1859.5",1421478,0.52,0.6923469670879616
"曾省三 |
 曾椿夀","? |
 ?","京師 |
 京師","翰林院衙門 翰林院庶吉士 |
 翰林院衙門 翰林院庶吉士","? |
 ?","? |
 ?","榮縣 四川 |
 臨川 江西",0,"1852.75 |
 1854.0",6503,0.52,0.6923469670879616
"唐繼曾 |
 高繼曾","? |
 ?","湖南省 |
 湖南省","長沙府 ? |
 長沙府 ?","司獄 |
 司獄","監生 |
 監生","長洲 江蘇 |
 長洲 江蘇",0,"1859.5 |
 1859.75",1404673,0.48,0.6923469670879616
"蔡蔭椿 |
 蔡同春","春蓀 |
 ?","京師 |
 京師","工部衙門 額外司員 |
 工部衙門 額外司員","主事營繕司行走 |
 主事","貢生 |
 ?","德化 江西 |
 商邱 河南",0,"1856.75 |
 1857.0",870522,0.52,0.6923469670879616
"王協和 |
 王協和","? |
 ?","廣西省 |
 廣西省","南甯府 永淳縣 |
 南甯府 永淳縣","武羅鄕巡検 |
 武羅郷巡検","吏員 |
 吏員","靈州 甘肅 |
 寕州 甘肅",1,"1856.0 |
 1856.25",1133342,0.48,0.6923469670879616
"許？ |
 許業？","? |
 ?","京師 |
 京師","翰林院衙門 翰林院庶吉士 |
 翰林院衙門 翰林院庶吉士","空白 |
 空白","進士 |
 進士","清苑 直隸 |
 河間 直隸",0,"1857.5 |
 1857.75",1148479,0.56,0.6859298002503729
"許忠？ |
 徐忠鋭","? |
 ?","京師 |
 京師","刑部衙門 額外司員 |
 刑部衙門 額外司員","主事 |
 主事","? |
 ?","平度 山東 |
 遂甯 四川",0,"1858.75 |
 1859.25",1506545,0.52,0.6923469670879616
"囘春 |
 回春","? |
 ?","京師 |
 京師","太醫院衙門 ? |
 太醫院衙門 ?","御醫 |
 御醫","? |
 ?","宛平 順天 |
 宛平 順天",1,"1856.75 |
 1857.0",877155,0.48,0.6923469670879616
"呂炤林 |
 趙沛霖","繡峯 |
 ?","京師 |
 京師","都察院衙門 南城兵馬司 |
 都察院衙門 南城兵馬司","特授副指揮 |
 揀調副吏目","廪貢 |
 監生","臨潼 陝西 |
 福山 山東",0,"1852.75 |
 1854.0",22721,0.52,0.6923469670879616
