name,zihao,diqu,jigou,guanzhi,chushen,rensheng&xian,oracle,year,index,predicted,uncertainty
"周士炯 |
 周士焵","鐵霞 |
 ？？","京師 |
 京師","内閣衙門 額外中書舍人 |
 內閣衙門 額外中書舍人","? |
 空白","? |
 ?","桐郷 浙江 |
 桐鄕 浙江",1,"1854.75 |
 1855.5",307975,0.52,0.6923469670879616
"胡瑞瀾 |
 胡瑞淵","? |
 ?","京師 |
 京師","翰林院衙門 翰林院編修 |
 翰林院衙門 翰林院編修","? |
 日講起居注官","? |
 進士","江夏 湖北 |
 江夏 湖北",1,"1856.75 |
 1857.5",855060,0.72,0.5929533174454745
"王榮 |
 王榮","? |
 ?","廣西省 |
 廣西省","鎭安府 ? |
 桂林府 義甯縣","知事 |
 訓導","吏員 |
 挨貢","宛平 順天 |
 慶遠 ?",0,"1860.25 |
 1860.5",2370081,0.36,0.6534181947917017
"蔡鏡泉 |
 蔡鑑泉","凌洲 |
 ?","京師 |
 甘肅省","刑部衙門 額外司員 |
 甘州府 ?","主事雲南司行走 |
 撫彝通判","? |
 擧人","順德 廣東 |
 順德 廣東",0,"1850.5 |
 1850.5",678980,0.32,0.6268694575704263
"王詒焜 |
 王詒焜","松嶠 |
 ?","河南省 |
 河南省","汝寕府 信陽州 |
 汝甯府 信陽州","復設訓導 |
 復設訓導","? |
 廪貢","新鄭 ? |
 開封府 ?",1,"1856.75 |
 1857.5",955390,0.64,0.6534181947917017
"朱廷璧 |
 朱廷賡","? |
 ?","山西省 |
 山西省","朔平府 ? |
 朔平府 ?","寕遠後營子村巡檢 |
 甯遠綏营于村巡検","監生 |
 監生","宛平 順天 |
 ? 順天",0,"1856.75 |
 1857.5",975184,0.32,0.6268694575704263
"韓文梃 |
 韓文䅍","? |
 ?","京師 |
 安徽省","光祿寺衙門 ? |
 甯國府 ?","典簿 |
 管粮通判","監生 |
 監生","元和 江蘇 |
 元和 江蘇",1,"1854.75 |
 1855.5",328134,0.2,0.5004024235361879
"李同人 |
 李侶人","? |
 ?","山西省 |
 山西省","澤州府 陽城縣 |
 解州 夏縣","教諭 |
 復設敎諭","舉人 |
 舉人","平定州 ? |
 平定州 ?",0,"1860.75 |
 1862.25",2148112,0.32,0.6268694575704263
"汪鏞 |
 王詠","? |
 ?","京師 |
 京師","太醫院衙門 八品吏目 |
 太醫院衙門 醫士","? |
 ?","? |
 ?","宛平 順天 |
 宛平 順天",0,"1850.5 |
 1851.75",689414,0.24,0.5510799280849727
"倪應復 |
 倪應觀","? |
 ?","京師 |
 京師","戶部衙門 江南司 |
 工部衙門 虞衡司","員外郎 |
 郎中","? |
 進士","昆明 雲南 |
 昆明 雲南",0,"1855.5 |
 1856.0",139529,0.24,0.5510799280849727
"周鼎 |
 周鼐","? |
 ?","福建省 |
 福建省","按察司衙門 ? |
 按察司衙門 ?","照磨 |
 漳浦南場大使","監生 |
 監生","臨桂 廣西 |
 ? ?",1,"1858.75 |
 1859.5",1568588,0.68,0.6268694575704263
"朱時霖 |
 朱甸霖","? |
 ?","廣東省 |
 廣東省","肇慶府 高明縣 |
 肇慶府 開建縣","典史 |
 知縣","監生 |
 監生","大興 順天 |
 大興 順天",0,"1858.75 |
 1858.75",1647026,0.52,0.6923469670879616
"黄福疇 |
 陳福疇","? |
 ?","福建省 |
 福建省","汀州府 長汀縣 |
 臺湾府 嘉義縣","復設訓導 |
 復設訓導","擧人 |
 舉人","福州 ? |
 福州 ?",0,"1854.75 |
 1855.5",387302,0.76,0.5510799280849727
"高廷柱 |
 高廷桂","? |
 ?","雲南省 |
 雲南省","普洱府 ? |
 普洱府 ?","威遠知事 |
 威遠知事","? |
 監生","代州 山西 |
 盧陵 江西",0,"1857.5 |
 1858.75",1307782,0.2,0.5004024235361879
"陳士鼇 |
 陳詩","? |
 ?","湖南省 |
 湖南省","永州府 宜章縣 |
 衡州府 耒陽縣","教諭 |
 教諭","擧人 |
 擧人","長沙府 ? |
 長沙府 ?",0,"1851.75 |
 1852.5",660766,0.16,0.439669879399343
"銭侍宸 |
 錢侍宸","? |
 杏君","河南省 |
 河南省","陳州府 ? |
 陳州府 ?","教授 |
 塩提擧銜教授","舉人 |
 ?","開封府 ? |
 祥符 ?",1,"1856.0 |
 1856.75",1053611,0.8,0.5004024235361879
"金嶸 |
 金溶","? |
 ?","廣東省 |
 廣東省","塩務衙門 ? |
 亷州府 合浦縣","電茂場塩課大使 |
 典史","監生 |
 監生","? ? |
 宛平 順天",0,"1852.75 |
 1854.0",101987,0.72,0.5929533174454745
"岳玉溪 |
 岳雲溪","? |
 ?","山西省 |
 山西省","寕武府 神池縣 |
 平陽府 襄陵縣","知縣 |
 知縣","附貢 |
 附貢","利津 山東 |
 利津 山東",0,"1856.75 |
 1857.5",975004,0.84,0.439669879399343
"張燦 |
 張䨙","? |
 ?","山西省 |
 山西省","大同府 渾源州 |
 朔平府 ?","王家庄堡巡檢 |
 薩拉齊巡檢","監生 |
 監生","大興 順天 |
 大興 順天",0,"1856.75 |
 1857.5",974478,0.2,0.5004024235361879
"張廷奎 |
 張廷奎","? |
 ?","貴州省 |
 四川省","平越州 甕安縣 |
 眉州 丹稜縣","訓導 |
 知縣","拔貢 |
 舉人","仁懐 ? |
 仁懐 貴州",1,"1862.25 |
 1864.0",2020832,0.2,0.5004024235361879
"李振聲 |
 李振聲","? |
 ?","江蘇省 |
 江蘇省","總漕部院衙門 江南衛所 |
 總漕部院衙門 山東衛所","蘇州帮領運千總 |
 河南前帮領運千總","監生 |
 武生","? 江蘇 |
 通州 順天",1,"1858.75 |
 1859.25",1539469,0.56,0.6859298002503729
"李德儀 |
 李德峩","? |
 ?","京師 |
 京師","翰林院衙門 侍講 |
 工部衙門 製造庫","翰林院侍講上書房行走 |
 郎中","進士 |
 進士","新陽 江蘇 |
 新陽 江蘇",0,"1857.5 |
 1857.75",1146861,0.44,0.6859298002503729
"陸端務 |
 陸達務","? |
 ?","廣東省 |
 廣東省","廣州府 三水縣 |
 潮州府 ?","復設敎諭 |
 敎授","廪貢 |
 恩貢","高州 ? |
 高州 ?",0,"1864.0 |
 1864.0",1816779,0.76,0.5510799280849727
"譚瑛 |
 譚瑩","? |
 ?","湖南省 |
 廣東省","桂陽直隸州 ? |
 高州府 化州","復設訓導 |
 復設訓導","舉人 |
 舉人","灃州 ? |
 廣州 ?",0,"1856.0 |
 1856.25",1105087,0.28,0.5929533174454745
"羅振雲 |
 羅振雯","竹坡 |
 松岑","京師 |
 京師","內閣衙門 額外中書舍人 |
 大理寺衙門 右寺丞","空白 |
 額外寺丞","? |
 監生","盧陵 江西 |
 盧陵 江西",0,"1859.5 |
 1860.25",1314802,0.24,0.5510799280849727
"张之萬 |
 張之萬","? |
 子清","京師 |
 河南省","翰林院衙門 翰林院修撰 |
 ? ?","? |
 欽命翰林院修撰提督河南全省學政","進士 |
 狀元","南皮 直隷 |
 南皮 直隷",0,"1851.75 |
 1852.75",483814,0.56,0.6859298002503729
"曹樹鋐 |
 曹澍鍾","玉生 |
 頴生","直隸省 |
 廣西省","天津府 天津縣 |
 布政司衙門 ?","補用州判海河主簿 |
 廣西等處承宣布政使司布政使","議叙 |
 ?","江夏 湖北 |
 江夏 湖北",0,"1858.75 |
 1859.25",1526964,0.36,0.6534181947917017
"孫燕翼 |
 孫燕翼","? |
 ?","河南省 |
 浙江省","河南府 洛陽縣 |
 塩務衙門 ?","教諭 |
 玉泉場塩課大使","舉人 |
 舉人","光州 ? |
 ? 直隸",0,"1856.0 |
 1856.0",1057318,0.2,0.5004024235361879
"王家馭 |
 王家駿","? |
 ?","直隸省 |
 直隸省","天津府 滄州 |
 大名府 開州","復設訓導 |
 復設訓導","廪貢 |
 增貢","順天 ? |
 順天 ?",0,"1858.75 |
 1859.25",1527269,0.8,0.5004024235361879
"李湛 |
 李湛","? |
 ?","雲南省 |
 雲南省","楚雄府 大姚縣 |
 臨安府 阿迷州","復設敎諭 |
 復設訓導","擧人 |
 拔貢","? 雲南 |
 澂江 ?",0,"1854.75 |
 1855.5",473640,0.28,0.5929533174454745
"趙炳麟 |
 趙炳","? |
 梅舫","江蘇省 |
 江蘇省","蘇州府 ? |
 蘇州府 昭文縣","總捕船政同知 |
 白茆司巡檢","舉人 |
 議叙","歸安 浙江 |
 山陰 浙江",0,"1860.25 |
 1860.75",2247201,0.2,0.5004024235361879
"宋秉芳 |
 宋銜芳","? |
 ?","貴州省 |
 貴州省","貴陽府 貴定縣 |
 黎平府 開泰縣","訓導 |
 教諭","舉人 |
 舉人","平越州 ? |
 平越 ?",0,"1860.75 |
 1862.25",2196078,0.2,0.5004024235361879
"王槐齢 |
 王槐齢","? |
 ?","陝西省 |
 陝西省","佛平廰 ? |
 漢中府 洋縣","復設訓導 |
 移駐佛坪復設訓導","廪貢 |
 舉人","同州府 ? |
 延安府 ?",0,"1857.5 |
 1857.75",1231584,0.32,0.6268694575704263
"黄祖綸 |
 黄祖絡","次費 |
 力農","京師 |
 京師","工部衙門 額外司員 |
 戶部衙門 額外司員","主事都水司行走 |
 主事廣東司兼浙江司行走","貢生 |
 廪貢","盧陵 江西 |
 盧陵 江西",0,"1858.75 |
 1858.75",1507946,0.32,0.6268694575704263
"孔廣晰 |
 孔廣昕","? |
 ?","山東省 |
 山東省","兖州府 曲阜縣 |
 兖州府 曲阜縣","執事官 |
 七品執事官","? |
 ?","? ? |
 ? ?",0,"1851.75 |
 1852.5",541508,0.8,0.5004024235361879
"車椿年 |
 馬椿年","? |
 ?","山東省 |
 山東省","濟寕州 ? |
 東昌府 茌平縣","復設訓導 |
 訓導","擧人 |
 擧人","登州 ? |
 青州 ?",0,"1850.5 |
 1851.75",784621,0.2,0.5004024235361879
"謝鉁 |
 顧珍","? |
 ?","廣東省 |
 直隸省","惠州府 河源縣 |
 深州 ?","典史 |
 吏目","監生 |
 監生","上虞 浙江 |
 上虞 浙江",0,"1860.75 |
 1861.25",2176687,0.4,0.6730116670072565
"郭相忠 |
 郭相忠","? |
 ?","甘肅省 |
 甘肅省","? ? |
 ? ?","督標中軍副將兼管中營事務 |
 提督甘肅等處地方軍務節制各鎭駐劄甘州府","進士 |
 行伍","? 甘肅 |
 ? 四川",1,"1858.75 |
 1859.5",1625041,0.56,0.6859298002503729
"孫燕翼 |
 孫燕翼","? |
 ?","浙江省 |
 河南省","塩務衙門 ? |
 河南府 洛陽縣","玉泉場塩課大使 |
 教諭","舉人 |
 舉人","? 直隸 |
 光州 ?",0,"1856.0 |
 1856.25",1079495,0.48,0.6923469670879616
"白文瀾 |
 向文瀾","? |
 ?","四川省 |
 四川省","嘉定府 峩眉縣 |
 嘉定府 峩眉縣","復設教諭 |
 復設教諭","恩貢 |
 附貢","叙永 ? |
 叙永廳 ?",1,"1862.25 |
 1864.0",1992174,0.76,0.5510799280849727
"魯兆奎 |
 雷兆奎","? |
 ?","甘肅省 |
 甘肅省","鎭西府 奇臺縣 |
 鎭西府 ?","典史 |
 吐魯番巡檢","吏員 |
 供事","宛平 順天 |
 宛平 順天",0,"1850.5 |
 1850.5",810619,0.32,0.6268694575704263
"張琴鶴 |
 張鳴鶴","? |
 ?","河南省 |
 河南省","開封府 滎澤縣 |
 開封府 新鄭縣","復設教諭 |
 復設教諭","副榜 |
 擧人","? 河南 |
 ? 河南",0,"1856.75 |
 1856.75",948414,0.24,0.5510799280849727
