name,zihao,diqu,jigou,guanzhi,chushen,rensheng&xian,oracle,year,index,predicted,uncertainty
"唐沂 |
 湯頤","? |
 ?","江南省 |
 江蘇省","江甯府 句容縣 |
 江寕府 上元縣","教諭 |
 教諭","舉人 |
 擧人","揚州府 ? |
 揚州 ?",0,"1856.0 |
 1856.75",1015367,0.44,0.6859298002503729
"張玉振 |
 張玉振","? |
 ?","京師 |
 湖南省","太醫院衙門 從九品吏目 |
 岳州府 巴陵縣","? |
 主簿","? |
 生員","宛平 順天 |
 臯蘭 甘肅",0,"1856.75 |
 1857.5",878053,0.4,0.6730116670072565
"邱泰 |
 傅泰","? |
 ?","四川省 |
 福建省","嘉定府 犍爲縣 |
 永春直隸州 德化縣","訓導 |
 訓導","舉人 |
 嵗貢","成都 ? |
 汀州 ?",0,"1862.25 |
 1863.0",1992383,0.44,0.6859298002503729
"柴祖望 |
 湯祖望","? |
 ?","廣東省 |
 陜西省","亷州府 靈山縣 |
 西安府 高陵縣","典史 |
 典史","監生 |
 監生","大興 順天 |
 金匱 江蘇",0,"1851.75 |
 1851.75",587604,0.52,0.6923469670879616
"孔繼善 |
 孔繼瑄","? |
 ?","山東省 |
 山東省","兖州府 曲阜縣 |
 兖州府 曲阜縣","執事官 |
 執事官","? |
 ?","? ? |
 ? ?",0,"1857.5 |
 1857.5",1201561,0.52,0.6923469670879616
"濮慶孫 |
 濮慶孫","? |
 ?","京師 |
 京師","兵部衙門 職方司 |
 禮部衙門 主客司","主事 |
 郎中","進士 |
 ?","銭塘 浙江 |
 錢塘 浙江",1,"1858.75 |
 1859.5",1501768,0.56,0.6859298002503729
"方學伊 |
 方學蘇","莘卿 |
 次坡","京師 |
 京師","刑部衙門 額外司員 |
 工部衙門 營繕司","主事 |
 主事","舉人 |
 ?","寳坻 順天 |
 寳坻 順天",0,"1858.75 |
 1859.25",1505561,0.56,0.6859298002503729
"曾大鏞 |
 蘇大鏞","? |
 ?","江西省 |
 湖南省","南康府 星子縣 |
 衡州府 酃縣","訓導 |
 訓導","舉人 |
 擧人","建昌府 ? |
 寳慶 ?",0,"1856.0 |
 1856.75",1089875,0.52,0.6923469670879616
"葉名灃 |
 葉名琛","? |
 ?","京師 |
 京師","内閣衙門 漠票韱中書舍人 |
 內閣衙門 內閣大學士","? |
 太子太保體仁閣大學士两廣總督","? |
 進士","漢陽 湖北 |
 漢陽 湖北",0,"1856.75 |
 1857.5",852771,0.4,0.6730116670072565
"劉能任 |
 劉能住","? |
 ?","貴州省 |
 貴州省","思州府 ? |
 思州府 ?","黄道正長官 |
 黃道正長官","? |
 ?","吉水 江西 |
 吉水 江西",1,"1862.25 |
 1864.0",2017878,0.52,0.6923469670879616
"黎君宰 |
 黎君籲","? |
 ?","廣西省 |
 廣西省","柳州府 來賓縣 |
 鬱林州 陸川縣","復設敎諭 |
 復設敎諭","拔貢 |
 副榜","潯州 ? |
 潯州 ?",0,"1862.25 |
 1862.25",2004512,0.48,0.6923469670879616
"沈士瀛 |
 沈英","? |
 ?","貴州省 |
 福建省","遵義府 ? |
 按察司衙門 ?","經厯 |
 經厯","供事 |
 議叙","涇縣 安徽 |
 涇縣 安徽",0,"1856.0 |
 1856.25",1145479,0.44,0.6859298002503729
"呉長庚 |
 呉長春","? |
 ?","湖北省 |
 湖北省","武昌府 ? |
 德安府 應城縣","復設訓導 |
 復設訓導","廪貢 |
 監生","漢陽府 ? |
 漢陽府 ?",0,"1851.75 |
 1851.75",646736,0.44,0.6859298002503729
"符綬 |
 陳綬","? |
 ?","廣東省 |
 湖南省","惠州府 海豊縣 |
 長沙府 善化縣","典史 |
 典史","監生 |
 供事","仁和 浙江 |
 蕭山 浙江",0,"1860.75 |
 1862.25",2176346,0.44,0.6859298002503729
"丁賡颺 |
 丁賡颺","香岩 |
 ?","京師 |
 京師","都察院衙門 西城兵馬司 |
 都察院衙門 東城兵馬司","揀發副指揮 |
 特授副指揮","監生 |
 監生","婁縣 江蘇 |
 上元 江蘇",1,"1862.25 |
 1864.0",1867051,0.48,0.6923469670879616
"葉紹春 |
 葉紹春","? |
 ?","浙江省 |
 福建省","温州府 ? |
 臺湾府 ?","鎮守浙江溫州等處地方總兵官 |
 鎭守福建臺灣等處地方掛印總兵官","武擧 |
 行伍","仁和 浙江 |
 ? 浙江",1,"1850.5 |
 1851.25",744862,0.56,0.6859298002503729
"馮榕 |
 汪榕","? |
 ?","陝西省 |
 直隸省","興安府 紫陽縣 |
 正定府 阜平縣","典史 |
 典史","監生 |
 ?","代州 山西 |
 銭塘 浙江",0,"1859.5 |
 1860.25",1445220,0.56,0.6859298002503729
"邵塏 |
 張楷","? |
 ?","四川省 |
 河南省","夔州府 開縣 |
 衛輝府 濬縣","典史 |
 典史","監生 |
 供事","大興 順天 |
 大興 順天",0,"1854.75 |
 1855.5",450788,0.44,0.6859298002503729
"王元（王+桀） |
 王元嵥","? |
 ?","河南省 |
 河南省","開封府 ? |
 開封府 ?","儀封鄉學復設敎喻 |
 儀封郷學復設教諭","拔貢 |
 拔貢","南陽府 ? |
 南陽 ?",1,"1856.0 |
 1856.75",1052233,0.6,0.6730116670072565
"劉開基 |
 劉佶","? |
 ?","江西省 |
 福建省","寧都州 瑞金縣 |
 福州府 永福縣","典史 |
 典史","監生 |
 供事","大興 順天 |
 大興 順天",0,"1850.5 |
 1851.75",736559,0.6,0.6730116670072565
"周士炯 |
 周士炳","朗仙 |
 蓮史","廣東省 |
 京師","惠州府 博羅縣 |
 翰林院衙門 翰林院編修","石灣司巡検 |
 ?","監生 |
 ?","桐郷 浙江 |
 桐郷 浙江",0,"1852.75 |
 1854.75",105594,0.44,0.6859298002503729
"時長清 |
 何長清","? |
 ?","京師 |
 京師","太醫院衙門 醫士 |
 鑾儀衛衙門 草輅","? |
 整儀尉","? |
 ?","大興 順天 |
 ? ?",0,"1851.75 |
 1852.5",500876,0.56,0.6859298002503729
"阮福 |
 阮祜","? |
 ?","湖北省 |
 四川省","宜昌府 ? |
 潼川府 ?","知府 |
 知府","監生 |
 擧人","儀徵 江蘇 |
 儀徵 江蘇",0,"1855.5 |
 1855.75",220481,0.52,0.6923469670879616
"蘇大鏞 |
 曾大鏞","? |
 ?","湖南省 |
 江西省","衡州府 酃縣 |
 南康府 星子縣","訓導 |
 訓導","舉人 |
 舉人","寳慶 ? |
 建昌 ?",0,"1855.5 |
 1855.5",224646,0.52,0.6923469670879616
"王洙燾 |
 王珠夀","？源 |
 溥源","京師 |
 京師","工部衙門 額外司員 |
 工部衙門 額外司員","主事營繕司行走 |
 主事營繕司行走","附貢 |
 附貢","濟甯州 山東 |
 濟甯 山東",1,"1860.75 |
 1861.25",2042604,0.44,0.6859298002503729
"譚瑛 |
 譚瑩","? |
 ?","湖南省 |
 廣東省","桂陽直隸州 ? |
 高州府 化州","復設訓導 |
 復設訓導","舉人 |
 舉人","灃州 ? |
 廣州府 ?",0,"1857.5 |
 1857.75",1272526,0.4,0.6730116670072565
"曹紹曾 |
 甘紹曾","? |
 ?","河南省 |
 江西省","汝寕府 ? |
 九江府 ?","教授 |
 教授","進士 |
 副榜","開封 ? |
 南昌 ?",0,"1852.75 |
 1854.75",56426,0.6,0.6730116670072565
"王惠 |
 王惠","? |
 燕堂","山東省 |
 京師","兖州府 陽榖縣 |
 刑部衙門 南監司獄","縣丞駐阿城鎮 |
 ?","監生 |
 監生","山隂 浙江 |
 大興 順天",0,"1850.5 |
 1850.5",784269,0.4,0.6730116670072565
"朱炳 |
 陳炳","? |
 ?","陝西省 |
 河南省","同州府 澄城縣 |
 汝甯府 確山縣","典史 |
 典史","監生 |
 監生","金匮 江蘇 |
 山隂 浙江",0,"1860.75 |
 1860.75",2152566,0.56,0.6859298002503729
"郜雲鵠 |
 黃雲鵠","? |
 ?","京師 |
 京師","工部衙門 額外司員 |
 刑部衙門 額外司員","主事 |
 主事","? |
 ?","五河 安徽 |
 蘄州 湖北",0,"1859.5 |
 1859.5",1333158,0.56,0.6859298002503729
"李孔瑾 |
 李孔瑾","? |
 ?","湖南省 |
 江西省","寶慶府 邵陽縣 |
 建昌府 瀘溪縣","復設訓導 |
 知縣","附生 |
 附生","郴州 ? |
 郴州 湖南",1,"1860.75 |
 1862.25",2116297,0.4,0.6730116670072565
"蔣微蒲 |
 蔣澂蒲","劍池 |
 ?","四川省 |
 四川省","按察司衙門 ? |
 按察司衙門 ?","請旨分巡成龍潼綿等處地方兵備道兼管水利事務駐成都府 |
 請旨分巡成綿龍茂等處地方兵備道兼管水利事務駐劄成都府","附貢 |
 附貢","安福 湖南 |
 安福 湖南",1,"1855.5 |
 1856.0",268577,0.6,0.6730116670072565
"樊泰 |
 婁泰","? |
 ?","? |
 廣西省","永州府 永明縣 |
 桂林府 灌陽縣","周棠巡檢 |
 吉寕郷崇順里巡検","監生 |
 監生","大興 順天 |
 大興 順天",0,"1850.5 |
 1851.25",767237,0.44,0.6859298002503729
"孔憲坤 |
 孔憲坤","? |
 ?","山東省 |
 京師","兖州府 ? |
 翰林院衙門 翰林院五經博士","尼山學錄 |
 ?","貢生 |
 ?","曲阜 山東 |
 西安 浙江",0,"1855.5 |
 1855.75",240894,0.48,0.6923469670879616
"管諧鐸 |
 管燮元","? |
 ?","雲南省 |
 浙江省","大理府 浪穹縣 |
 温州府 泰順縣","知縣 |
 知縣","監生 |
 ?","宛平 順天 |
 宛平 順天",0,"1850.5 |
 1851.75",840937,0.52,0.6923469670879616
"傅以凝 |
 許以崧","? |
 鶴亭","山東省 |
 山西省","濟南府 陵縣 |
 澤州府 鳯臺縣","知縣 |
 知縣","貢生 |
 ?","宛平 順天 |
 宛平 順天",0,"1852.75 |
 1854.75",59686,0.4,0.6730116670072565
"劉邦佐 |
 劉邦彦","? |
 ?","山西省 |
 山西省","朔平府 ? |
 平陽府 ?","敎授 |
 敎授","增生 |
 附生","太原 ? |
 太原 ?",0,"1862.25 |
 1863.0",1971750,0.4,0.6730116670072565
"陳榮光 |
 鍾榮光","? |
 ?","湖南省 |
 湖北省","衡州府 藍山縣 |
 武昌府 通山縣","知縣 |
 知縣","廪貢 |
 進士","? 廣西 |
 長寕 江西",0,"1852.75 |
 1852.75",44220,0.6,0.6730116670072565
"楊以坊 |
 楊以綸","? |
 ?","山東省 |
 山東省","登州府 黄縣 |
 武定府 霑化縣","復設教諭 |
 復設教諭","廪貢 |
 廪貢","東昌 ? |
 東昌 ?",0,"1859.5 |
 1859.75",1430358,0.56,0.6859298002503729
"徐振韶 |
 徐振龍","? |
 ?","直隸省 |
 直隸省","承德府 建昌縣 |
 承德府 建昌縣","蟒牛庄巡検 |
 蟒庄巡検","監生 |
 監生","太湖 江蘇 |
 太湖 江蘇",0,"1856.0 |
 1856.25",1007044,0.48,0.6923469670879616
"陳桓 |
 陳琛","? |
 ?","安徽省 |
 貴州省","頴州府 滁州 |
 貴陽府 開州","吏目 |
 吏目","監生 |
 供事","大興 順天 |
 大興 順天",0,"1854.75 |
 1854.75",365743,0.56,0.6859298002503729
"呉淳鏞 |
 呉淳鼎","? |
 ?","江南省 |
 山東省","常州府 無錫縣 |
 濟南府 臨邑縣","知縣 |
 知縣","附生 |
 監生","歸安 浙江 |
 歸安 浙江",0,"1857.5 |
 1857.5",1183514,0.56,0.6859298002503729
"鄧廷柟 |
 李廷楠","雙坡 |
 ?","京師 |
 京師","工部衙門 額外司員 |
 戶部衙門 額外司員","主事 |
 主事","? |
 進士","新寕州 廣東 |
 ? 直隷",0,"1850.5 |
 1851.75",681958,0.56,0.6859298002503729
"游球 |
 游鰲","? |
 ?","廣東省 |
 廣東省","惠州府 龍川縣 |
 肇慶府 開建縣","訓導 |
 訓導","擧人 |
 擧人","廣州府 ? |
 廣州府 ?",0,"1852.75 |
 1854.75",106027,0.52,0.6923469670879616
"何秉鈞 |
 陳秉鈞","? |
 ?","山西省 |
 湖南省","汾州府 甯郷縣 |
 永順府 永順縣","知縣 |
 知縣","附貢 |
 ?","清苑 直隸 |
 寳寕 雲南",0,"1855.5 |
 1855.75",254924,0.52,0.6923469670879616
"蘇春喜 |
 蘇淳","? |
 ?","京師 |
 京師","太常寺衙門 司樂 |
 太醫院衙門 八品吏目","空白 |
 空白","? |
 ?","大興 ? |
 大興 順天",0,"1860.25 |
 1860.5",2224724,0.56,0.6859298002503729
"魏錫綸 |
 慶錫綸","? |
 ?","京師 |
 京師","刑部衙門 額外司員 |
 工部衙門 額外司員","主事 |
 主事","拔貢 |
 進士","昌黎 直隸 |
 含山 安徽",0,"1856.75 |
 1857.5",867516,0.52,0.6923469670879616
"馬聨芳 |
 賈聨芳","? |
 ?","廣西省 |
 山西省","桂林府 陽朔縣 |
 太原府 徐溝縣","知縣 |
 知縣","舉人 |
 擧人","寳坻 順天 |
 鄠縣 陝西",0,"1856.0 |
 1856.75",1128408,0.4,0.6730116670072565
"鄭際昌 |
 黄際昌","? |
 蓉台","廣西省 |
 京師","柳州府 來賓縣 |
 鴻臚寺衙門 額外序班","典史 |
 ?","供事 |
 優貢","宛平 順天 |
 宛平 順天",0,"1851.75 |
 1852.5",591182,0.6,0.6730116670072565
"何瑞霖 |
 何瑞章","? |
 岑堂","京師 |
 京師","吏部衙門 考功司 |
 工部衙門 屯田司","主事 |
 主事","? |
 舉人","餘姚 浙江 |
 餘姚 浙江",0,"1864.0 |
 1864.0",1674713,0.56,0.6859298002503729
"華楷 |
 王仁楷","? |
 ?","廣東省 |
 山東省","肇慶府 開建縣 |
 東昌府 堂邑縣","典史 |
 典史","供事 |
 監生","大興 順天 |
 大興 順天",0,"1856.0 |
 1856.25",1125186,0.44,0.6859298002503729
"應文熈 |
 朱文焈","? |
 ?","京師 |
 雲南省","太醫院衙門 從九品吏目 |
 大理府 雲龍州","? |
 吏目","? |
 ?","大興 順天 |
 大興 順天",0,"1850.5 |
 1851.25",690115,0.52,0.6923469670879616
"陳夢蘭 |
 宋夢蘭","? |
 ?","京師 |
 京師","翰林院衙門 翰林院庶吉士 |
 翰林院衙門 翰林院庶吉士","? |
 ?","? |
 ?","信陽 河南 |
 歙縣 安徽",0,"1852.75 |
 1854.0",6952,0.6,0.6730116670072565
"李漢章 |
 李漢章","星舫 |
 ?","京師 |
 湖南省","國子監衙門 八旗官學教習 |
 沅州府 ?","? |
 教授","拔貢 |
 進士","鳯陽 安徽 |
 岳州府 ?",0,"1850.5 |
 1851.25",686988,0.52,0.6923469670879616
"榮柱 |
 榮桂","? |
 ?","山西省 |
 山西省","平定州 ? |
 平定州 ?","樂平鄉學教諭 |
 樂平鄉學教諭","附貢 |
 附生","太原 ? |
 太原 ?",1,"1862.25 |
 1864.0",1965292,0.56,0.6859298002503729
"周祖培 |
 周祖培","芝臺 |
 芝臺","京師 |
 京師","內閣衙門 協辦大學士 |
 內閣衙門大學士 ?","太子少保協辦大學士戶部尚書武英殿總裁 |
 經筵講官太子少保？？閣大學士武英殿總裁管理戶部實祿館總裁","? |
 ?","固始 河南 |
 商城 河南",1,"1860.75 |
 1862.25",2021941,0.48,0.6923469670879616
"鄭？俊 |
 鄭登俊","? |
 ?","湖南省 |
 湖南省","長沙府 長沙縣 |
 長沙府 長沙縣","橋頭司巡檢 |
 橋頭司巡檢","監生 |
 監生","鶴峯州 湖北 |
 鶴峯 湖北",1,"1859.5 |
 1860.25",1404776,0.48,0.6923469670879616
"徐鼐 |
 徐鼐","? |
 彝舟","江西省 |
 京師","南安府 上猶縣 |
 翰林院衙門 翰林院檢討","訓導 |
 ?","擧人 |
 ?","瑞州 ? |
 六合 江蘇",0,"1851.75 |
 1852.75",646298,0.56,0.6859298002503729
"龍行雲 |
 龍行雲","? |
 ?","四川省 |
 廣西省","重慶府 南川縣 |
 平樂府 ?","典史 |
 理苗通判移駐鍾山","監生 |
 監生","朗岱廰 貴州 |
 朗岱 貴州",1,"1860.75 |
 1861.25",2167385,0.48,0.6923469670879616
"李培錂 |
 李培錂","? |
 ?","甘肅省 |
 甘肅省","凉州府 鎭番縣 |
 安西州 玉門縣","敎諭 |
 訓導","增貢 |
 增貢","蘭州府 ? |
 蘭州 ?",1,"1856.75 |
 1857.0",985247,0.56,0.6859298002503729
"何逢辰 |
 金逢辰","? |
 ?","直隸省 |
 盛京","順德府 鉅鹿縣 |
 奉天府 鐵嶺縣","訓導 |
 訓導","擧人 |
 舉人","? 順天 |
 保定府 ?",0,"1856.75 |
 1857.5",890663,0.44,0.6859298002503729
"向榮 |
 向榮","欣然 |
 ?","陜西省 |
 廣西省","? ? |
 ? ?","提督陝甘固原等處地方節制各鎭 |
 提督廣西全省水陸等處地方軍務統轄漢土官兵節制各鎭","軍功 |
 行伍","大寕 四川 |
 ? 四川",1,"1850.5 |
 1851.25",799203,0.48,0.6923469670879616
"夀其仁 |
 何其仁","? |
 ?","貴州省 |
 湖北省","思南府 安化縣 |
 黄州府 黄梅縣","典史 |
 典史","監生 |
 吏員","山隂 浙江 |
 大興 順天",0,"1850.5 |
 1850.5",847826,0.52,0.6923469670879616
"張玉衡 |
 張恒豫","? |
 ?","湖北省 |
 陝西省","武昌府 通城縣 |
 鳯翔府 扶風縣","復設教諭 |
 復設敎諭","舉人 |
 舉人","德安府 ? |
 西安府 ?",0,"1857.5 |
 1857.5",1263989,0.4,0.6730116670072565
"汪鏞 |
 王詠","? |
 ?","京師 |
 京師","太醫院衙門 八品吏目 |
 太醫院衙門 醫士","? |
 ?","? |
 ?","宛平 順天 |
 宛平 順天",0,"1850.5 |
 1851.25",689429,0.52,0.6923469670879616
"石贊淸 |
 石贊清","? |
 ?","直隸省 |
 直隸省","順天府 ? |
 天津府 ?","題治中 |
 知府","進士 |
 ?","貴筑 貴州 |
 貴筑 貴州",1,"1856.0 |
 1856.75",1002320,0.44,0.6859298002503729
"叚光淸 |
 段光清","? |
 ?","浙江省 |
 浙江省","按察司衙門 ? |
 按察司衙門 ?","請旨分巡浙江杭嘉湖地方兵備道兼管海防事務 |
 請旨分巡浙江杭嘉湖兵備道兼管海防事務","? |
 ?","宿松 安徽 |
 宿松 安徽",1,"1855.5 |
 1855.75",199033,0.56,0.6859298002503729
"張錫榮 |
 張錫嶸","? |
 ?","雲南省 |
 京師","? ? |
 翰林院衙門 翰林院編修","欽命翰林院編修提督雲南全省學政 |
 翰林院編修","? |
 ?","靈璧 安徽 |
 靈璧 安徽",1,"1860.75 |
 1862.25",2189298,0.6,0.6730116670072565
"馬聨芳 |
 賈聨芳","? |
 ?","廣西省 |
 山西省","桂林府 陽朔縣 |
 太原府 徐溝縣","知縣 |
 知縣","舉人 |
 舉人","寳坻 順天 |
 鄠縣 陝西",0,"1855.5 |
 1855.5",289071,0.4,0.6730116670072565
"陳永立 |
 秦永立","? |
 ?","山西省 |
 山西省","汾州府 介休縣 |
 平定州 孟縣","敎諭 |
 復設敎諭","舉人 |
 拔貢","太原府 ? |
 太原 ?",0,"1857.5 |
 1858.75",1215235,0.44,0.6859298002503729
"吕培元 |
 黄元培","? |
 ?","貴州省 |
 安徽省","平越直隸州 湄潭縣 |
 安慶府 太湖縣","復設教諭 |
 復設教諭","副榜 |
 副榜","大定府 ? |
 揚州 ?",0,"1856.0 |
 1856.25",1144778,0.4,0.6730116670072565
"陳桓 |
 陳琛","? |
 ?","安徽省 |
 貴州省","頴州府 滁州 |
 貴陽府 開州","吏目 |
 吏目","監生 |
 供事","大興 順天 |
 大興 順天",0,"1854.75 |
 1855.0",365750,0.56,0.6859298002503729
"趙書升 |
 趙書升","? |
 ?","河南省 |
 河南省","南陽府 ? |
 南陽府 ?","署知府 |
 知府","擧人 |
 舉人","? 安徽 |
 涇縣 安徽",1,"1856.75 |
 1857.0",953682,0.6,0.6730116670072565
"李夀山 |
 李夀山","? |
 ?","直隷省 |
 直隸省","河間府 寕津縣 |
 河間府 甯津縣","復設教諭 |
 復設訓導","擧人 |
 舉人","? 順天 |
 順天 ?",1,"1854.75 |
 1855.5",341347,0.56,0.6859298002503729
"朱炳 |
 陳炳","? |
 ?","陝西省 |
 河南省","同州府 澄城縣 |
 汝甯府 確山縣","典史 |
 典史","監生 |
 監生","金匮 江蘇 |
 山隂 浙江",0,"1860.75 |
 1862.25",2152575,0.56,0.6859298002503729
"魏長卿 |
 華長卿","? |
 梅莊","直隷省 |
 盛京","順德府 廣宗縣 |
 奉天府 開原縣","訓導 |
 訓導","拔貢 |
 ?","保定 ? |
 天津 ?",0,"1854.75 |
 1855.5",345711,0.48,0.6923469670879616
"宋享 |
 宋享","? |
 ?","浙江省 |
 浙江省","塩務衙門 ? |
 塩務衙門 ?","海砂場塩課大使 |
 海沙場大使","監生 |
 監生","永豊 江西 |
 南豊 江西",1,"1857.5 |
 1858.75",1246914,0.52,0.6923469670879616
"朱鳳韶 |
 宋鳳韶","? |
 ?","雲南省 |
 雲南省","永北廰 ? |
 永北廰 ?","教授 |
 教授","舉人 |
 舉人","雲南 ? |
 ? 雲南",1,"1859.5 |
 1859.75",1483880,0.6,0.6730116670072565
"莫維翰 |
 周維翰","楚靑 |
 ?","山東省 |
 四川省","兖州府 壽張縣 |
 叙州府 珙縣","知縣 |
 知縣","監生 |
 進士","大興 順天 |
 盩厔 陝西",0,"1859.5 |
 1860.25",1425798,0.56,0.6859298002503729
"平震 |
 宋震霆","? |
 ?","湖北省 |
 山西省","施南府 咸豐縣 |
 霍州直隸州 趙城縣","典史 |
 典史","監生 |
 監生","大興 順天 |
 大興 順天",0,"1857.5 |
 1857.75",1269177,0.56,0.6859298002503729
"應文熙 |
 朱文焈","? |
 ?","京師 |
 雲南省","太醫院衙門 八品吏目 |
 永昌府 永北廰","? |
 知事","? |
 監生","大興 順天 |
 大興 順天",0,"1854.75 |
 1854.75",331486,0.52,0.6923469670879616
