name,zihao,diqu,jigou,guanzhi,chushen,rensheng&xian,oracle,year,index,predicted,uncertainty
"朱？弼 |
 朱為弼","? |
 ?","江蘇省 |
 江蘇省","總漕部院衙門 江西衛所 |
 總漕部院衙門 江西衛所","守禦 |
 領運千總","武舉 |
 武舉","? ? |
 ? ?",0,"1858.75 |
 1859.25",1539903,0.16,0.439669879399343
"李德全 |
 李德立","? |
 ?","京師 |
 京師","太醫院衙門 九品吏目 |
 太醫院衙門 九品吏目","空白 |
 空白","? |
 ?","宛平 順天 |
 宛平 順天",0,"1862.25 |
 1864.0",1872644,0.76,0.5510799280849727
"劉秉衡 |
 劉秉衡","? |
 ?","京師 |
 雲南省","工部衙門 額外司員 |
 廣南府 寳甯縣","郎中都水司行走 |
 典史","? |
 吏員","桐城 安徽 |
 成都 四川",0,"1860.75 |
 1861.25",2041177,0.36,0.6534181947917017
"黄祖綸 |
 黄祖繩","次費 |
 子佩","京師 |
 京師","工部衙門 額外司員 |
 兵部衙門 額外司員","主事都水司行走 |
 郎中武選司兼武庫司行走","貢生 |
 ?","盧陵 江西 |
 盧陵 江西",0,"1858.75 |
 1859.5",1507941,0.12,0.36692499127070966
"李慶麟 |
 李應麟","? |
 ?","江蘇省 |
 江蘇省","揚州府 髙郵州 |
 總河部院衙門 ?","界首司巡檢 |
 阜寕海南巡檢","監生 |
 監生","仁和 浙江 |
 仁和 浙江",0,"1854.75 |
 1854.75",359359,0.8,0.5004024235361879
"梁瀚 |
 梁瀚","? |
 ?","江蘇省 |
 京師","? ? |
 戶部衙門 ?","欽命户部左侍郎提督江蘇全省學政 |
 左侍郎兼管三庫事務江蘇學政","? |
 ?","鄠縣 陝西 |
 鄠 陝西",1,"1862.25 |
 1862.25",1889673,0.64,0.6534181947917017
"王敬熙 |
 王敬熙","? |
 ?","京師 |
 江蘇省","戶部衙門 額外司員 |
 總漕部院衙門 山東衛所","主事 |
 領運千總","廕生 |
 監生","清苑 直隷 |
 ? 順天",0,"1854.75 |
 1855.0",316052,0.08,0.2787693717665874
"許振祎 |
 許振礽","? |
 ?","京師 |
 京師","翰林院衙門 翰林院庶吉士 |
 翰林院衙門 翰林院編修","翰林院庶吉士 |
 翰林院編修","? |
 ?","奉新 江西 |
 奉新 江西",0,"1862.25 |
 1862.25",1848505,0.12,0.36692499127070966
"陳堃 |
 陳坤","? |
 ?","山西省 |
 廣東省","汾州府 孝義縣 |
 惠州府 歸善縣","典史 |
 平山巡檢","監生 |
 監生","大興 順天 |
 大興 順天",0,"1862.25 |
 1862.25",1969461,0.08,0.2787693717665874
"王興福 |
 王興夀","? |
 ?","京師 |
 京師","太常寺衙門 司樂 |
 太常寺衙門 ?","空白 |
 夕月壇奉祀","? |
 ?","大興 ? |
 大興 順天",0,"1860.75 |
 1861.25",2045444,0.24,0.5510799280849727
"張祥河 |
 張祥河","? |
 詩舲","直隸省 |
 京師","保定府省會 ? |
 吏部衙門 ?","欽命吏部左侍郎提督順天等處地方學政 |
 右侍郎兼管順天府府尹事務","進士 |
 ?","婁縣 江蘇 |
 呉縣 江蘇",1,"1856.0 |
 1856.75",1005217,0.88,0.36692499127070966
"金世榮 |
 童世榮","? |
 ?","京師 |
 京師","欽天監衙門 ? |
 欽天監衙門 時憲科","主簿 |
 秋官正","? |
 ?","宛平 順天 |
 宛平 順天",0,"1852.75 |
 1854.0",27396,0.12,0.36692499127070966
"？？？ |
 ？？？","? |
 ?","京師 |
 河南省","工部衙門 額外司員 |
 南陽府 南召縣","？？？？？？？？ |
 復設教諭","？？ |
 ？？","？？ ？？ |
 ？？ ?",0,"1859.5 |
 1859.5",1332546,0.08,0.2787693717665874
"李文 |
 李汶","? |
 ?","直隸省 |
 直隸省","冀州 新河縣 |
 冀州 新河縣","復設教諭 |
 復設教諭","舉人 |
 舉人","? ? |
 ? ?",1,"1859.5 |
 1860.25",1352055,0.6,0.6730116670072565
"楊鈺 |
 楊鈺","? |
 ?","盛京 |
 盛京","錦州府 義州 |
 錦州府 義州","吏目 |
 吏目","? |
 供事","臨桂 廣西 |
 大興 順天",1,"1857.5 |
 1858.75",1166880,0.76,0.5510799280849727
"孫世琳 |
 孫世琳","? |
 ?","直隸省 |
 直隸省","正定府 無極縣 |
 河間府 河間縣","訓導 |
 教諭","優貢 |
 優貢","定州 ? |
 保定 ?",1,"1858.75 |
 1859.5",1528480,0.4,0.6730116670072565
"崔秀春 |
 崔蓬春","? |
 ?","陜西省 |
 湖南省","同州府 長武縣 |
 永州府 甯遠縣","知縣 |
 知縣","監生 |
 監生","輝縣 河南 |
 輝縣 河南",0,"1856.75 |
 1857.5",978690,0.16,0.439669879399343
"張繪名 |
 張繼名","? |
 ?","江蘇省 |
 江蘇省","總漕部院衙門 浙江衛所 |
 總漕部院衙門 浙江衛所","守禦千總 |
 守禦千總","武舉 |
 武舉","? 福建 |
 ? 福建",1,"1858.75 |
 1859.5",1540532,0.92,0.27876937176658734
"聶賡墀 |
 聶賡墀","? |
 ?","京師 |
 京師","詹事府衙門 主簿 |
 太常寺衙門 ?","空白 |
 典簿","廪貢 |
 廪生","天津 直隸 |
 延慶 直隸",1,"1860.75 |
 1861.25",2026858,0.88,0.36692499127070966
"汪桂 |
 汪玉藻","? |
 ?","直隷省 |
 直隷省","順天府 良郷縣 |
 順天府 東安縣","管河縣丞 |
 管河主簿","監生 |
 監生","桐郷 浙江 |
 秀水 浙江",0,"1851.75 |
 1852.5",502909,0.08,0.2787693717665874
"孔憲坪 |
 孔憲坤","? |
 ?","山東省 |
 山東省","兖州府 ? |
 兖州府 ?","尼山學録 |
 尼山學録","? |
 貢生","曲阜 山東 |
 曲阜 山東",1,"1851.75 |
 1852.5",540837,0.92,0.27876937176658734
"高繼衍 |
 髙繼珩","? |
 ?","直隸省 |
 直隸省","大名府 大名縣 |
 大名府 大名縣","教諭 |
 教諭","舉人 |
 擧人","順天 ? |
 ? 順天",1,"1855.5 |
 1855.75",171155,0.56,0.6859298002503729
"張長淸 |
 張長淸","? |
 ?","貴州省 |
 河南省","普安廰 ? |
 歸德府 ?","學正 |
 復設訓導","舉人 |
 廪生","鎭遠府 ? |
 河南府 ?",0,"1857.5 |
 1857.75",1312116,0.36,0.6534181947917017
"王洙燾 |
 王珠夀","? |
 溥源","京師 |
 京師","工部衙門 額外司員 |
 工部衙門 額外司員","主事 |
 主事營繕司行走","附貢 |
 附貢","濟甯 山東 |
 濟甯 山東",1,"1858.75 |
 1859.5",1508702,0.92,0.27876937176658734
"陸逹務 |
 陸逹本","? |
 ?","廣東省 |
 廣東省","潮州府 ? |
 潮州府 ?","敎授 |
 敎授","恩貢 |
 恩貢","高州府 ? |
 高州 ?",0,"1857.5 |
 1858.75",1290733,0.52,0.6923469670879616
"張樾 |
 張樾","? |
 ?","京師 |
 京師","吏部衙門 稽勳司 |
 戶部衙門 倉場總督衙門","員外郞 |
 戶部坐粮廳吏部員外郎","進士 |
 進士","晋甯 雲南 |
 晉甯州 雲南",1,"1856.0 |
 1856.0",989691,0.68,0.6268694575704263
"王珠夀 |
 王洙燾","溥源 |
 ？源","京師 |
 京師","工部衙門 額外司員 |
 工部衙門 額外司員","主事營繕司行走 |
 主事營繕司行走","附貢 |
 附貢","濟甯 山東 |
 濟甯州 山東",1,"1859.5 |
 1860.25",1333545,0.88,0.36692499127070966
"鄭敦謹 |
 鄭敦謹","? |
 ?","京師 |
 山東省","太常寺衙門 ? |
 ? ?","太常寺少卿山東學政 |
 欽命太常寺少卿提督山東全省學政","? |
 ?","善化 湖南 |
 長沙 湖南",1,"1859.5 |
 1859.5",1335769,0.84,0.439669879399343
"翁同書 |
 翁同酥","? |
 ?","京師 |
 京師","詹事府衙門 ? |
 翰林院衙門 翰林院修撰","日講起居注官詹事府詹事 |
 空白","進士 |
 進士","常熟 江蘇 |
 常熟 江蘇",0,"1857.5 |
 1857.75",1148838,0.12,0.36692499127070966
"朱燮元 |
 朱燮元","? |
 ?","河南省 |
 湖北省","河南府 登封縣 |
 荆州府 ?","知縣 |
 清軍水利同知","副榜 |
 副榜","海塩 浙江 |
 海益 浙江",1,"1852.75 |
 1854.0",54455,0.92,0.27876937176658734
"張茂昭 |
 張茂昭","? |
 ?","京師 |
 京師","會場總督衙門 倉差 |
 國子監衙門 誠心堂","國子監助教 |
 助教","舉人 |
 舉人","婁 江蘇 |
 婁縣 江蘇",1,"1862.25 |
 1862.25",1854965,0.92,0.27876937176658734
"陳堃 |
 陳坤","? |
 ?","山西省 |
 廣東省","汾州府 孝義縣 |
 惠州府 歸善縣","典史 |
 平山巡檢","監生 |
 監生","大興 順天 |
 大興 順天",0,"1860.75 |
 1862.25",2147315,0.44,0.6859298002503729
"傅鵬超 |
 傅鵬超","? |
 ?","京師 |
 京師","兵部衙門 兵部差官 |
 鑾儀衛衙門 御前侍衛","空白 |
 藍翎侍衛","武舉 |
 ?","? 浙江 |
 仁和 浙江",1,"1860.75 |
 1862.25",2035932,0.88,0.36692499127070966
"嚴麗正 |
 嚴麗正","? |
 夢琴","福建省 |
 福建省","漳州府 詔安縣 |
 福寕府 福鼎縣","漳潮分界巡檢 |
 蓁嶼巡檢","監生 |
 供事","大興 順天 |
 錢塘 浙江",1,"1856.0 |
 1856.75",1077298,0.08,0.2787693717665874
"王繼武 |
 王繼武","仲承 |
 ?","京師 |
 京師","太醫院衙門 從九品吏目 |
 太醫院衙門 醫士","? |
 ?","? |
 ?","宛平 順天 |
 惠民 山東",1,"1850.5 |
 1851.25",690158,0.2,0.5004024235361879
"曹澍鋐 |
 曹澍鐘","玉生 |
 頴生","直隸省 |
 廣西省","天津府 天津縣 |
 ? ?","補用州判海河主簿 |
 兵部侍郎兼都察院右副都御史巡撫廣西等處地方提督軍務節制通省兵馬粮餉","議叙 |
 ?","江夏 湖北 |
 江夏 湖北",0,"1859.5 |
 1859.75",1350225,0.12,0.36692499127070966
"曾會成 |
 曹會成","? |
 ?","京師 |
 京師","吏部衙門 額外司員 |
 吏部衙門 額外司員","主事 |
 主事","? |
 ?","錦州 奉天 |
 錦州 奉天",1,"1858.75 |
 1859.25",1496619,0.88,0.36692499127070966
"蔣玉龍 |
 時玉龍","? |
 ?","貴州省 |
 貴州省","安順府 ? |
 安順府 ?","提督貴州全省等處地方軍務管轄漢土官兵控制苗彜節制各鎮 |
 提督貴州全省等處地方軍務管轄漢土官兵控制苗彜節制各鎮","行伍 |
 行伍","? 四川 |
 ? 四川",1,"1860.25 |
 1860.5",2379397,0.88,0.36692499127070966
"宋光禮 |
 宋光祚","芸樵 |
 ?","京師 |
 河南省","刑部衙門 額外司員 |
 布政司衙門 ?","主事福建司行走 |
 巨盈庫大使","監生 |
 監生","大興 順天 |
 大興 順天",0,"1860.75 |
 1861.25",2038426,0.08,0.2787693717665874
"趙輔清 |
 趙輔淸","? |
 ?","甘肅省 |
 甘肅省","甘州府 高臺縣 |
 甯夏府 ?","復設教諭 |
 敎授","拔貢 |
 拔貢","涇州 ? |
 ? ?",1,"1856.75 |
 1857.5",985742,0.92,0.27876937176658734
"官德懋 |
 陳官懋","? |
 ?","山東省 |
 山東省","登州府 ? |
 登州府 ?","復設訓導 |
 復設訓導","優貢 |
 優貢","萊州 ? |
 萊州府 ?",0,"1856.75 |
 1857.5",966066,0.36,0.6534181947917017
"孔傳章 |
 孔傳豊","? |
 捦也","山東省 |
 山東省","兖州府 曲阜縣 |
 兖州府 曲阜縣","九品執事官 |
 九品執事官","? |
 ?","? ? |
 ? ?",0,"1855.5 |
 1855.75",241744,0.12,0.36692499127070966
"錢樹杰 |
 錢樹楍","亷泉 |
 ?","浙江省 |
 浙江省","温州府 平陽縣 |
 温州府 平陽縣","蒲門司巡檢 |
 蒲門司巡檢","附生 |
 ?","青縣 直隷 |
 青縣 直隷",1,"1850.5 |
 1851.25",745358,0.68,0.6268694575704263
"白榕 |
 白榕","? |
 蔭城","山西省 |
 山西省","遼州直隸州 ? |
 澤州府 遼州","復設訓導 |
 復設訓導","增生 |
 增貢","平定州 ? |
 平定 ?",1,"1856.0 |
 1856.75",1050309,0.76,0.5510799280849727
"呉大翬 |
 呉大晕","? |
 ?","廣東省 |
 廣東省","廣州府 香山縣 |
 廣州府 香山縣","敎諭 |
 敎諭","擧人 |
 舉人","肇慶府 ? |
 肇慶 ?",1,"1854.75 |
 1855.0",455584,0.68,0.6268694575704263
"王世慶 |
 毛世慶","? |
 ?","江蘇省 |
 江蘇省","總漕部院衙門 湖廣衛所 |
 總漕部院衙門 湖廣衛所","二帮領運千總 |
 二帮領運千總","武擧 |
 武舉","? ? |
 ? ?",0,"1856.75 |
 1857.0",901077,0.4,0.6730116670072565
"？寳蓮 |
 龔？蓮","? |
 靜軒","京師 |
 京師","詹事府衙門 ? |
 詹事府衙門 ?","日講起居注官詹事府詹事廣東學政 |
 日講起居注官詹事府詹事廣東學政","進士 |
 榜眼","宛平 順天 |
 宛平 順天",0,"1856.0 |
 1856.25",989243,0.16,0.439669879399343
"王勳 |
 王勳","? |
 ?","直隸省 |
 湖南省","順天府 霸州 |
 永州府 道州","學正 |
 學正","擧人 |
 舉人","廣平 ? |
 桂陽 ?",0,"1856.75 |
 1857.0",882570,0.28,0.5929533174454745
"周德觀 |
 周德澜","? |
 ?","河南省 |
 河南省","許州直隸州 長葛縣 |
 許州 長葛縣","訓導 |
 訓導","舉人 |
 舉人","光州 ? |
 光州 ?",0,"1857.5 |
 1858.75",1220482,0.72,0.5929533174454745
"孫欽若 |
 孫欽芳","? |
 ?","浙江省 |
 浙江省","杭州府 海寗州 |
 杭州府 ?","知州 |
 東塘海防同知","進士 |
 ?","荏平 山東 |
 荏平 山東",0,"1857.5 |
 1858.75",1247470,0.44,0.6859298002503729
"張正椿 |
 張正椿","? |
 ?","廣西省 |
 京師","? ? |
 翰林院衙門 翰林院編修","欽命翰林院編修提督廣西全省學政 |
 廣西學政","? |
 ?","夀州 四川 |
 奉節 四川",1,"1860.25 |
 1860.75",2363010,0.92,0.27876937176658734
"謝漢 |
 顧漢","? |
 ?","浙江省 |
 浙江省","紹興府 上虞縣 |
 寕波府 奉化縣","教諭 |
 復設教諭","擧人 |
 擧人","嘉興 ? |
 嘉興 ?",0,"1850.5 |
 1851.75",742148,0.52,0.6923469670879616
"龔照祺 |
 龔照璜","? |
 ?","四川省 |
 四川省","卭州 ? |
 卭州直隸州 ?","學正 |
 學正","舉人 |
 舉人","重慶 ? |
 重慶府 ?",1,"1855.5 |
 1856.0",277983,0.72,0.5929533174454745
"王丹書 |
 王丹書","? |
 ?","雲南省 |
 盛京","大理府 雲南縣 |
 奉天府 開原縣","訓導 |
 訓導","擧人 |
 擧人","? 雲南 |
 涿州 ?",0,"1851.75 |
 1852.5",597857,0.8,0.5004024235361879
"陳福疇 |
 黄福疇","? |
 ?","福建省 |
 福建省","臺湾府 嘉義縣 |
 汀州府 長汀縣","復設訓導 |
 復設訓導","舉人 |
 擧人","福州府 ? |
 福州 ?",0,"1856.0 |
 1856.75",1078671,0.2,0.5004024235361879
"靳宣 |
 靳宣","? |
 續齋","甘肅省 |
 甘肅省","西寕府 西寕縣 |
 西寕府 西寕縣","知縣 |
 知縣","供事 |
 軍功","大興 順天 |
 舒城 安徽",1,"1851.75 |
 1852.5",618293,0.88,0.36692499127070966
"孫？汝 |
 孫如僅","? |
 ?","京師 |
 京師","翰林院衙門 翰林院編修 |
 翰林院衙門 翰林院修撰","空白 |
 空白","進士 |
 狀元","濟甯州 山東 |
 濟甯州 山東",0,"1857.5 |
 1858.75",1147071,0.44,0.6859298002503729
"金宗墉 |
 金宗墉","藕農 |
 藕農","山東省 |
 甘肅省","塩運司衙門 ? |
 平凉府 靈臺縣","益昌庫塩大使 |
 知縣","監生 |
 附監","呉縣 江蘇 |
 呉江 江蘇",1,"1852.75 |
 1854.75",58218,0.08,0.2787693717665874
"范先秩 |
 范先敘","? |
 ?","直隸省 |
 直隸省","宣化府 龍門縣 |
 宣化府 西甯縣","教諭 |
 教諭","舉人 |
 舉人","順天府 ? |
 順天府 ?",0,"1856.0 |
 1856.0",1014422,0.12,0.36692499127070966
"馬丙南 |
 王柄楠","? |
 卓亭","雲南省 |
 雲南省","雲南府 安寕州 |
 雲南府 昆明縣","吏目 |
 縣丞","監生 |
 監生","宛平 順天 |
 宛平 順天",0,"1852.75 |
 1852.75",120188,0.08,0.2787693717665874
"陳熙南 |
 陳希吕","? |
 ?","京師 |
 京師","欽天監衙門 漏刻科 |
 欽天監衙門 漏刻科","博士 |
 博士","? |
 ?","宛平 順天 |
 宛平 順天",0,"1859.5 |
 1860.25",1339856,0.32,0.6268694575704263
"金廷珪 |
 金廷桂","? |
 ?","河南省 |
 山東省","汝甯府 汝陽縣 |
 泰安府 ?","粮捕水利縣丞 |
 粮塩捕盗水利通判","監生 |
 監生","天津 直隸 |
 天津 直隸",0,"1858.75 |
 1858.75",1596433,0.56,0.6859298002503729
"王濯 |
 王濯","春亭 |
 ?","河南省 |
 河南省","開封府 ? |
 歸德府 ?","中河督粮通判 |
 商虞通判","擧人 |
 ?","? ? |
 ? 順天",1,"1856.75 |
 1857.5",947351,0.68,0.6268694575704263
"張黼榮 |
 張黻榮","? |
 ?","直隸省 |
 浙江省","冀州 武邑縣 |
 衢州府 龍游縣","知縣 |
 縣丞","? |
 監生","平定 山西 |
 平定 山西",1,"1859.5 |
 1860.25",1352199,0.88,0.36692499127070966
"章文炯 |
 曾文炯","? |
 ?","直隸省 |
 山西省","大名府 開州 |
 太原府 文水縣","吏目 |
 知縣","監生 |
 舉人","會稽 浙江 |
 會稽 浙江",0,"1859.5 |
 1859.75",1355240,0.08,0.2787693717665874
"許觀光 |
 許觀光","? |
 友笙","四川省 |
 四川省","酉陽直隸州 彭水縣 |
 酉陽州 彭水縣","郁山鎭巡検 |
 郁山鎭巡検","? |
 監生","宛平 順天 |
 婁縣 浙江",1,"1856.0 |
 1856.25",1114427,0.84,0.439669879399343
"葉長齡 |
 淩長齡","震帆 |
 ?","江蘇省 |
 江蘇省","總漕部院衙門 江南衛所 |
 總漕部院衙門 江南衛所","領運千總 |
 五帮領運千總","附監 |
 監生","嘉興 浙江 |
 ? 浙江",0,"1860.75 |
 1862.25",2072909,0.2,0.5004024235361879
"樂棻 |
 樂芬","? |
 ?","浙江省 |
 浙江省","溫州府 瑞安縣 |
 湖州府 烏程縣","大嶨巡檢 |
 大錢湖口巡檢","吏員 |
 吏員","郯城 山東 |
 郯城 山東",1,"1857.5 |
 1858.75",1253705,0.88,0.36692499127070966
"段桂齢 |
 叚桂齢","? |
 ?","甘肅省 |
 甘肅省","鎭西府 ? |
 鎭西廰 ?","呼圖璧巡檢 |
 呼圖璧巡檢","監生 |
 監生","廬陵 江西 |
 盧陵 江西",1,"1856.75 |
 1857.0",985946,0.56,0.6859298002503729
"劉本耀 |
 羅本耀","? |
 ?","四川省 |
 四川省","成都府 ? |
 成都府 ?","司獄 |
 司獄","監生 |
 監生","長沙 湖南 |
 善化 湖南",1,"1852.75 |
 1854.75",90904,0.68,0.6268694575704263
"李？琇 |
 李聫琇","? |
 ?","京師 |
 福建省","翰林院衙門 侍講學士 |
 ? ?","翰林院侍講學士 |
 欽命翰林院侍讀學士提督福建全省學政","? |
 ?","臨川 江西 |
 臨川 江西",1,"1852.75 |
 1854.0",1939,0.4,0.6730116670072565
"俞宗瀚 |
 余宗瀚","? |
 ?","江蘇省 |
 江蘇省","淮安府 赣榆縣 |
 海州 贛榆縣","典史 |
 典史","監生 |
 監生","大興 順天 |
 大興 順天",1,"1854.75 |
 1855.0",359038,0.56,0.6859298002503729
